sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.930	 -0.160
              1	 -0.930	 -0.160
              2	 -0.930	 -0.160
              3	 -0.930	 -0.160
              4	 -0.930	 -0.160
              5	 -0.930	 -0.160
              6	 -0.930	 -0.160
              7	 -0.930	 -0.160
              8	 -0.925	 -0.160
              9	 -0.925	 -0.170
             10	 -0.920	 -0.160
             11	 -0.915	 -0.160
             12	 -0.910	 -0.150
             13	 -0.900	 -0.145
             14	 -0.875	 -0.135
             15	 -0.870	 -0.130
             16	 -0.850	 -0.125
             17	 -0.840	 -0.130
             18	 -0.815	 -0.130
             19	 -0.815	 -0.150
             20	 -0.805	 -0.170
             21	 -0.785	 -0.180
             22	 -0.775	 -0.175
             23	 -0.770	 -0.180
             24	 -0.740	 -0.185
             25	 -0.735	 -0.190
             26	 -0.710	 -0.190
             27	 -0.700	 -0.190
             28	 -0.675	 -0.190
             29	 -0.670	 -0.195
             30	 -0.660	 -0.210
             31	 -0.655	 -0.225
             32	 -0.665	 -0.235
             33	 -0.660	 -0.260
             34	 -0.665	 -0.270
             35	 -0.665	 -0.270
             36	 -0.660	 -0.270
             37	 -0.670	 -0.275
             38	 -0.650	 -0.265
             39	 -0.655	 -0.260
             40	 -0.640	 -0.255
             41	 -0.630	 -0.270
             42	 -0.640	 -0.285
             43	 -0.635	 -0.300
             44	 -0.645	 -0.310
             45	 -0.650	 -0.315
             46	 -0.660	 -0.325
             47	 -0.665	 -0.315
             48	 -0.670	 -0.315
             49	 -0.665	 -0.310
             50	 -0.660	 -0.315
             51	 -0.650	 -0.305
             52	 -0.645	 -0.310
             53	 -0.650	 -0.320
             54	 -0.650	 -0.315
             55	 -0.650	 -0.330
             56	 -0.660	 -0.345
             57	 -0.670	 -0.340
             58	 -0.675	 -0.350
             59	 -0.680	 -0.350
             60	 -0.685	 -0.340
             61	 -0.690	 -0.325
             62	 -0.670	 -0.330
             63	 -0.675	 -0.325
             64	 -0.670	 -0.320
             65	 -0.675	 -0.320
             66	 -0.690	 -0.330
             67	 -0.695	 -0.340
             68	 -0.695	 -0.345
             69	 -0.680	 -0.365
             70	 -0.700	 -0.360
             71	 -0.695	 -0.365
             72	 -0.700	 -0.355
             73	 -0.695	 -0.350
             74	 -0.700	 -0.340
             75	 -0.690	 -0.330
             76	 -0.690	 -0.335
             77	 -0.695	 -0.340
             78	 -0.690	 -0.335
             79	 -0.695	 -0.350
             80	 -0.695	 -0.350
             81	 -0.700	 -0.360
             82	 -0.700	 -0.360
             83	 -0.700	 -0.355
             84	 -0.700	 -0.360
             85	 -0.700	 -0.350
             86	 -0.685	 -0.340
             87	 -0.685	 -0.330
             88	 -0.675	 -0.335
             89	 -0.670	 -0.345
             90	 -0.665	 -0.350
             91	 -0.670	 -0.350
             92	 -0.675	 -0.370
             93	 -0.670	 -0.370
             94	 -0.675	 -0.370
             95	 -0.685	 -0.375
             96	 -0.680	 -0.370
             97	 -0.680	 -0.365
             98	 -0.660	 -0.360
             99	 -0.655	 -0.360
            100	 -0.645	 -0.350
            101	 -0.655	 -0.350
            102	 -0.630	 -0.375
            103	 -0.640	 -0.375
            104	 -0.630	 -0.380
            105	 -0.640	 -0.380
            106	 -0.650	 -0.385
            107	 -0.650	 -0.385
            108	 -0.660	 -0.385
            109	 -0.650	 -0.380
            110	 -0.645	 -0.380
            111	 -0.625	 -0.365
            112	 -0.615	 -0.370
            113	 -0.625	 -0.355
            114	 -0.625	 -0.365
            115	 -0.620	 -0.385
            116	 -0.635	 -0.385
            117	 -0.635	 -0.400
            118	 -0.635	 -0.405
            119	 -0.635	 -0.405
            120	 -0.630	 -0.400
            121	 -0.625	 -0.395
            122	 -0.625	 -0.395
            123	 -0.605	 -0.380
            124	 -0.595	 -0.370
            125	 -0.580	 -0.380
            126	 -0.575	 -0.370
            127	 -0.565	 -0.385
            128	 -0.570	 -0.405
            129	 -0.565	 -0.400
            130	 -0.575	 -0.405
            131	 -0.565	 -0.400
            132	 -0.550	 -0.390
            133	 -0.550	 -0.380
            134	 -0.535	 -0.385
            135	 -0.520	 -0.365
            136	 -0.505	 -0.365
            137	 -0.495	 -0.370
            138	 -0.485	 -0.365
            139	 -0.480	 -0.380
            140	 -0.480	 -0.395
            141	 -0.470	 -0.395
            142	 -0.475	 -0.420
            143	 -0.465	 -0.425
            144	 -0.445	 -0.430
            145	 -0.450	 -0.435
            146	 -0.435	 -0.435
            147	 -0.430	 -0.445
            148	 -0.435	 -0.450
