sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.095	  0.025
              1	 -0.095	  0.025
              2	 -0.095	  0.025
              3	 -0.095	  0.025
              4	 -0.095	  0.025
              5	 -0.095	  0.025
              6	 -0.095	  0.025
              7	 -0.095	  0.025
              8	 -0.110	  0.025
              9	 -0.140	  0.010
             10	 -0.140	  0.025
             11	 -0.135	  0.055
             12	 -0.115	  0.045
             13	 -0.110	  0.040
             14	 -0.135	  0.025
             15	 -0.150	  0.020
             16	 -0.180	  0.015
             17	 -0.175	  0.025
             18	 -0.160	  0.040
             19	 -0.150	  0.045
             20	 -0.160	  0.030
             21	 -0.170	  0.000
             22	 -0.185	  0.020
             23	 -0.180	  0.015
             24	 -0.175	  0.030
             25	 -0.155	  0.020
             26	 -0.170	  0.010
             27	 -0.195	 -0.015
             28	 -0.210	 -0.015
             29	 -0.175	  0.000
             30	 -0.145	  0.010
             31	 -0.135	 -0.010
             32	 -0.125	 -0.010
             33	 -0.145	 -0.015
             34	 -0.165	 -0.020
             35	 -0.155	 -0.005
             36	 -0.135	  0.015
             37	 -0.120	  0.000
             38	 -0.110	 -0.005
             39	 -0.110	  0.010
             40	 -0.125	  0.060
             41	 -0.120	  0.105
             42	 -0.120	  0.115
             43	 -0.100	  0.055
             44	 -0.030	 -0.015
             45	  0.075	 -0.140
             46	  0.200	 -0.240
             47	  0.315	 -0.325
             48	  0.405	 -0.420
             49	  0.480	 -0.555
             50	  0.570	 -0.715
             51	  0.660	 -0.860
             52	  0.815	 -0.975
             53	  1.005	 -1.055
             54	  1.240	 -1.100
             55	  1.465	 -1.150
             56	  1.700	 -1.195
             57	  1.910	 -1.230
             58	  2.055	 -1.225
             59	  2.100	 -1.210
             60	  2.045	 -1.205
             61	  1.850	 -1.235
             62	  1.470	 -1.245
             63	  1.045	 -1.235
             64	  0.745	 -1.160
             65	  0.595	 -1.085
             66	  0.500	 -1.005
             67	  0.465	 -0.925
             68	  0.435	 -0.825
             69	  0.415	 -0.720
             70	  0.395	 -0.615
             71	  0.375	 -0.515
             72	  0.350	 -0.440
             73	  0.300	 -0.385
             74	  0.245	 -0.335
             75	  0.180	 -0.285
             76	  0.135	 -0.225
             77	  0.115	 -0.165
             78	  0.115	 -0.115
             79	  0.075	 -0.060
             80	  0.025	 -0.040
             81	 -0.020	 -0.010
             82	 -0.070	  0.055
             83	 -0.100	  0.120
             84	 -0.130	  0.165
             85	 -0.155	  0.195
             86	 -0.200	  0.215
             87	 -0.245	  0.215
             88	 -0.275	  0.240
             89	 -0.290	  0.285
             90	 -0.285	  0.290
             91	 -0.275	  0.290
             92	 -0.290	  0.295
             93	 -0.305	  0.290
             94	 -0.325	  0.315
             95	 -0.325	  0.335
             96	 -0.320	  0.350
             97	 -0.330	  0.365
             98	 -0.340	  0.355
             99	 -0.350	  0.345
            100	 -0.350	  0.375
            101	 -0.345	  0.395
            102	 -0.340	  0.435
            103	 -0.340	  0.430
            104	 -0.350	  0.440
            105	 -0.360	  0.430
            106	 -0.365	  0.435
            107	 -0.375	  0.475
            108	 -0.375	  0.505
            109	 -0.360	  0.510
            110	 -0.365	  0.515
            111	 -0.395	  0.530
            112	 -0.390	  0.560
            113	 -0.395	  0.585
            114	 -0.385	  0.605
            115	 -0.405	  0.615
            116	 -0.420	  0.635
            117	 -0.425	  0.645
            118	 -0.440	  0.670
            119	 -0.440	  0.715
            120	 -0.440	  0.745
            121	 -0.450	  0.745
            122	 -0.465	  0.725
            123	 -0.460	  0.725
            124	 -0.490	  0.765
            125	 -0.475	  0.795
            126	 -0.465	  0.825
            127	 -0.480	  0.835
            128	 -0.510	  0.835
            129	 -0.530	  0.850
            130	 -0.555	  0.845
            131	 -0.560	  0.875
            132	 -0.525	  0.905
            133	 -0.535	  0.885
            134	 -0.560	  0.875
            135	 -0.590	  0.860
            136	 -0.620	  0.875
            137	 -0.585	  0.880
            138	 -0.570	  0.875
            139	 -0.560	  0.850
            140	 -0.575	  0.830
            141	 -0.585	  0.780
            142	 -0.595	  0.765
            143	 -0.565	  0.755
            144	 -0.540	  0.745
            145	 -0.525	  0.695
            146	 -0.510	  0.660
            147	 -0.525	  0.600
            148	 -0.515	  0.585
            149	 -0.470	  0.575
            150	 -0.445	  0.545
            151	 -0.410	  0.515
            152	 -0.400	  0.455
            153	 -0.390	  0.400
            154	 -0.370	  0.355
            155	 -0.345	  0.340
            156	 -0.300	  0.320
            157	 -0.290	  0.285
            158	 -0.250	  0.245
            159	 -0.235	  0.205
            160	 -0.230	  0.175
            161	 -0.220	  0.185
            162	 -0.190	  0.165
            163	 -0.165	  0.150
            164	 -0.160	  0.120
            165	 -0.160	  0.115
            166	 -0.165	  0.105
            167	 -0.150	  0.115
            168	 -0.150	  0.110
            169	 -0.150	  0.070
            170	 -0.155	  0.065
            171	 -0.165	  0.045
            172	 -0.160	  0.045
            173	 -0.155	  0.070
            174	 -0.150	  0.080
            175	 -0.155	  0.055
            176	 -0.155	  0.040
            177	 -0.165	  0.030
            178	 -0.160	  0.035
            179	 -0.145	  0.050
            180	 -0.165	  0.065
            181	 -0.165	  0.050
            182	 -0.170	  0.040
            183	 -0.175	  0.035
            184	 -0.175	  0.050
            185	 -0.160	  0.050
            186	 -0.155	  0.055
            187	 -0.155	  0.055
            188	 -0.170	  0.030
            189	 -0.205	  0.050
            190	 -0.195	  0.045
            191	 -0.185	  0.070
            192	 -0.165	  0.075
            193	 -0.175	  0.060
            194	 -0.190	  0.050
            195	 -0.200	  0.040
            196	 -0.205	  0.050
            197	 -0.185	  0.070
            198	 -0.165	  0.075
            199	 -0.155	  0.075
            200	 -0.170	  0.055
            201	 -0.195	  0.050
            202	 -0.215	  0.035
            203	 -0.205	  0.060
            204	 -0.195	  0.085
            205	 -0.190	  0.070
            206	 -0.190	  0.065
            207	 -0.195	  0.050
            208	 -0.205	  0.045
            209	 -0.195	  0.075
            210	 -0.185	  0.075
            211	 -0.185	  0.075
            212	 -0.195	  0.060
            213	 -0.185	  0.055
            214	 -0.205	  0.050
            215	 -0.195	  0.065
            216	 -0.200	  0.085
            217	 -0.170	  0.080
            218	 -0.175	  0.055
            219	 -0.190	  0.040
            220	 -0.195	  0.045
            221	 -0.185	  0.055
            222	 -0.170	  0.075
            223	 -0.185	  0.065
            224	 -0.180	  0.040
            225	 -0.180	  0.025
            226	 -0.175	  0.040
            227	 -0.175	  0.035
            228	 -0.165	  0.055
            229	 -0.165	  0.050
            230	 -0.180	  0.045
            231	 -0.190	  0.040
            232	 -0.200	  0.045
            233	 -0.190	  0.045
            234	 -0.160	  0.070
            235	 -0.165	  0.055
            236	 -0.200	  0.025
            237	 -0.195	  0.015
            238	 -0.195	  0.015
            239	 -0.180	  0.045
            240	 -0.180	  0.050
            241	 -0.160	  0.045
            242	 -0.185	  0.020
            243	 -0.205	  0.020
            244	 -0.205	  0.015
            245	 -0.210	  0.025
            246	 -0.185	  0.030
            247	 -0.185	  0.020
            248	 -0.190	  0.005
            249	 -0.205	  0.000
            250	 -0.220	  0.005
            251	 -0.210	  0.000
            252	 -0.190	  0.015
            253	 -0.170	  0.005
            254	 -0.180	 -0.005
            255	 -0.195	  0.000
            256	 -0.210	 -0.010
            257	 -0.200	  0.020
            258	 -0.185	  0.015
            259	 -0.195	  0.015
            260	 -0.185	 -0.010
            261	 -0.190	 -0.010
            262	 -0.190	 -0.005
            263	 -0.175	  0.010
            264	 -0.170	  0.030
            265	 -0.160	  0.025
            266	 -0.175	  0.015
            267	 -0.180	 -0.005
            268	 -0.175	  0.035
            269	 -0.165	  0.035
            270	 -0.145	  0.075
            271	 -0.140	  0.075
            272	 -0.150	  0.055
            273	 -0.190	  0.065
            274	 -0.185	  0.080
            275	 -0.130	  0.090
            276	 -0.090	  0.110
            277	 -0.110	  0.115
            278	 -0.105	  0.090
            279	 -0.125	  0.090
            280	 -0.140	  0.110
            281	 -0.115	  0.110
            282	 -0.100	  0.135
            283	 -0.100	  0.100
            284	 -0.105	  0.075
            285	 -0.140	  0.045
            286	 -0.160	  0.040
            287	 -0.155	  0.055
