sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.125	 -0.780
              1	 -0.125	 -0.780
              2	 -0.125	 -0.780
              3	 -0.125	 -0.780
              4	 -0.125	 -0.780
              5	 -0.125	 -0.780
              6	 -0.125	 -0.780
              7	 -0.125	 -0.800
              8	 -0.135	 -0.810
              9	 -0.125	 -0.840
             10	 -0.125	 -0.830
             11	 -0.120	 -0.820
             12	 -0.095	 -0.815
             13	 -0.085	 -0.810
             14	 -0.105	 -0.800
             15	 -0.170	 -0.815
             16	 -0.225	 -0.835
             17	 -0.255	 -0.840
             18	 -0.280	 -0.820
             19	 -0.295	 -0.810
             20	 -0.340	 -0.825
             21	 -0.395	 -0.850
             22	 -0.410	 -0.860
             23	 -0.405	 -0.845
             24	 -0.380	 -0.840
             25	 -0.370	 -0.845
             26	 -0.390	 -0.850
             27	 -0.410	 -0.865
             28	 -0.425	 -0.875
             29	 -0.420	 -0.855
             30	 -0.405	 -0.850
             31	 -0.370	 -0.855
             32	 -0.375	 -0.855
             33	 -0.390	 -0.850
             34	 -0.410	 -0.865
             35	 -0.405	 -0.865
             36	 -0.395	 -0.855
             37	 -0.375	 -0.850
             38	 -0.390	 -0.845
             39	 -0.395	 -0.845
             40	 -0.395	 -0.860
             41	 -0.395	 -0.850
             42	 -0.385	 -0.840
             43	 -0.380	 -0.830
             44	 -0.385	 -0.840
             45	 -0.400	 -0.855
             46	 -0.405	 -0.860
             47	 -0.405	 -0.855
             48	 -0.405	 -0.855
             49	 -0.415	 -0.855
             50	 -0.435	 -0.855
             51	 -0.425	 -0.870
             52	 -0.425	 -0.870
             53	 -0.390	 -0.855
             54	 -0.375	 -0.845
             55	 -0.365	 -0.830
             56	 -0.370	 -0.815
             57	 -0.365	 -0.825
             58	 -0.380	 -0.835
             59	 -0.405	 -0.855
             60	 -0.405	 -0.905
             61	 -0.390	 -0.950
             62	 -0.365	 -1.045
             63	 -0.330	 -1.140
             64	 -0.320	 -1.260
             65	 -0.295	 -1.435
             66	 -0.270	 -1.670
             67	 -0.280	 -1.920
             68	 -0.340	 -2.095
             69	 -0.440	 -2.170
             70	 -0.510	 -2.170
             71	 -0.520	 -2.125
             72	 -0.510	 -2.080
             73	 -0.510	 -2.055
             74	 -0.535	 -2.030
             75	 -0.540	 -1.995
             76	 -0.585	 -1.955
