sample interval	   MLII	     V4
(0.0027777 sec)	   (mV)	   (mV)
              0	 -1.000	 -0.685
              1	 -1.000	 -0.685
              2	 -1.000	 -0.685
              3	 -1.000	 -0.685
              4	 -1.000	 -0.685
              5	 -1.000	 -0.685
              6	 -1.000	 -0.685
              7	 -0.985	 -0.680
              8	 -0.970	 -0.680
              9	 -0.970	 -0.695
             10	 -0.970	 -0.695
             11	 -0.970	 -0.695
             12	 -0.980	 -0.705
             13	 -0.975	 -0.705
             14	 -0.975	 -0.695
             15	 -0.985	 -0.690
             16	 -0.980	 -0.690
             17	 -0.970	 -0.670
             18	 -0.975	 -0.675
             19	 -0.955	 -0.665
             20	 -0.945	 -0.675
             21	 -0.950	 -0.675
             22	 -0.965	 -0.680
             23	 -0.950	 -0.680
             24	 -0.955	 -0.685
             25	 -0.960	 -0.690
             26	 -0.960	 -0.690
             27	 -0.965	 -0.680
             28	 -0.970	 -0.670
             29	 -0.965	 -0.665
             30	 -0.950	 -0.660
             31	 -0.950	 -0.650
             32	 -0.925	 -0.655
             33	 -0.930	 -0.660
             34	 -0.940	 -0.660
             35	 -0.935	 -0.665
             36	 -0.940	 -0.665
             37	 -0.950	 -0.670
             38	 -0.965	 -0.675
             39	 -0.960	 -0.675
             40	 -0.950	 -0.665
             41	 -0.955	 -0.660
             42	 -0.940	 -0.655
             43	 -0.945	 -0.650
             44	 -0.925	 -0.660
             45	 -0.925	 -0.660
             46	 -0.930	 -0.665
             47	 -0.930	 -0.680
             48	 -0.935	 -0.675
             49	 -0.945	 -0.675
             50	 -0.950	 -0.675
             51	 -0.950	 -0.675
             52	 -0.945	 -0.660
             53	 -0.940	 -0.660
             54	 -0.935	 -0.655
             55	 -0.920	 -0.655
             56	 -0.920	 -0.640
             57	 -0.920	 -0.650
             58	 -0.915	 -0.645
             59	 -0.915	 -0.655
             60	 -0.920	 -0.660
             61	 -0.920	 -0.690
             62	 -0.930	 -0.675
             63	 -0.930	 -0.675
             64	 -0.950	 -0.665
             65	 -0.955	 -0.660
             66	 -0.930	 -0.650
             67	 -0.915	 -0.645
             68	 -0.905	 -0.640
             69	 -0.900	 -0.650
             70	 -0.910	 -0.655
             71	 -0.920	 -0.655
             72	 -0.925	 -0.660
             73	 -0.925	 -0.680
             74	 -0.925	 -0.690
             75	 -0.920	 -0.680
             76	 -0.930	 -0.685
             77	 -0.935	 -0.670
             78	 -0.920	 -0.655
             79	 -0.905	 -0.635
             80	 -0.905	 -0.640
             81	 -0.895	 -0.640
             82	 -0.900	 -0.655
             83	 -0.905	 -0.675
             84	 -0.915	 -0.690
             85	 -0.920	 -0.700
             86	 -0.910	 -0.680
             87	 -0.920	 -0.675
             88	 -0.925	 -0.675
             89	 -0.910	 -0.655
             90	 -0.915	 -0.650
             91	 -0.900	 -0.645
             92	 -0.895	 -0.635
             93	 -0.900	 -0.650
             94	 -0.900	 -0.660
             95	 -0.905	 -0.670
             96	 -0.910	 -0.675
             97	 -0.910	 -0.680
             98	 -0.920	 -0.675
             99	 -0.920	 -0.655
            100	 -0.920	 -0.660
            101	 -0.920	 -0.655
            102	 -0.910	 -0.645
            103	 -0.920	 -0.655
            104	 -0.900	 -0.640
            105	 -0.895	 -0.660
            106	 -0.900	 -0.665
            107	 -0.905	 -0.670
            108	 -0.915	 -0.680
            109	 -0.910	 -0.670
            110	 -0.920	 -0.680
            111	 -0.925	 -0.675
            112	 -0.935	 -0.670
            113	 -0.910	 -0.655
            114	 -0.905	 -0.660
            115	 -0.905	 -0.655
            116	 -0.895	 -0.655
            117	 -0.895	 -0.660
            118	 -0.895	 -0.675
            119	 -0.900	 -0.670
            120	 -0.910	 -0.675
            121	 -0.905	 -0.685
            122	 -0.915	 -0.675
            123	 -0.920	 -0.680
            124	 -0.915	 -0.685
            125	 -0.910	 -0.670
            126	 -0.920	 -0.665
            127	 -0.900	 -0.660
            128	 -0.890	 -0.660
            129	 -0.895	 -0.665
            130	 -0.895	 -0.655
            131	 -0.895	 -0.665
            132	 -0.905	 -0.665
            133	 -0.910	 -0.680
            134	 -0.915	 -0.685
            135	 -0.910	 -0.680
            136	 -0.915	 -0.680
            137	 -0.920	 -0.660
            138	 -0.900	 -0.655
            139	 -0.900	 -0.650
            140	 -0.895	 -0.650
            141	 -0.885	 -0.665
            142	 -0.895	 -0.660
            143	 -0.900	 -0.675
            144	 -0.900	 -0.680
            145	 -0.905	 -0.680
            146	 -0.915	 -0.690
            147	 -0.920	 -0.680
            148	 -0.920	 -0.670
            149	 -0.910	 -0.670
            150	 -0.905	 -0.660
            151	 -0.900	 -0.655
            152	 -0.895	 -0.655
            153	 -0.885	 -0.645
            154	 -0.890	 -0.660
            155	 -0.885	 -0.670
            156	 -0.885	 -0.685
            157	 -0.890	 -0.680
            158	 -0.900	 -0.680
            159	 -0.890	 -0.675
            160	 -0.895	 -0.690
            161	 -0.885	 -0.675
            162	 -0.870	 -0.670
            163	 -0.880	 -0.670
            164	 -0.865	 -0.650
            165	 -0.870	 -0.670
            166	 -0.870	 -0.660
            167	 -0.870	 -0.680
            168	 -0.865	 -0.685
            169	 -0.860	 -0.685
            170	 -0.850	 -0.685
            171	 -0.850	 -0.675
            172	 -0.835	 -0.680
            173	 -0.820	 -0.665
            174	 -0.820	 -0.660
            175	 -0.810	 -0.645
            176	 -0.810	 -0.640
            177	 -0.815	 -0.650
            178	 -0.830	 -0.640
            179	 -0.835	 -0.665
            180	 -0.850	 -0.665
            181	 -0.865	 -0.665
            182	 -0.865	 -0.655
            183	 -0.870	 -0.655
            184	 -0.870	 -0.650
            185	 -0.865	 -0.640
            186	 -0.870	 -0.635
            187	 -0.860	 -0.640
            188	 -0.845	 -0.620
            189	 -0.830	 -0.605
            190	 -0.820	 -0.605
            191	 -0.815	 -0.615
            192	 -0.815	 -0.605
            193	 -0.820	 -0.615
            194	 -0.825	 -0.620
            195	 -0.840	 -0.630
            196	 -0.845	 -0.640
            197	 -0.855	 -0.640
            198	 -0.875	 -0.630
            199	 -0.880	 -0.625
            200	 -0.880	 -0.635
            201	 -0.895	 -0.645
            202	 -0.910	 -0.670
            203	 -0.920	 -0.675
            204	 -0.930	 -0.685
            205	 -0.935	 -0.690
            206	 -0.925	 -0.690
            207	 -0.925	 -0.695
            208	 -0.930	 -0.680
            209	 -0.920	 -0.665
            210	 -0.910	 -0.670
            211	 -0.910	 -0.665
            212	 -0.905	 -0.680
            213	 -0.910	 -0.690
            214	 -0.935	 -0.735
            215	 -0.935	 -0.750
            216	 -0.935	 -0.745
            217	 -0.915	 -0.690
            218	 -0.850	 -0.615
            219	 -0.750	 -0.480
            220	 -0.655	 -0.360
            221	 -0.570	 -0.270
            222	 -0.500	 -0.245
            223	 -0.465	 -0.260
            224	 -0.445	 -0.345
            225	 -0.495	 -0.515
            226	 -0.610	 -0.780
            227	 -0.750	 -1.065
            228	 -0.920	 -1.330
            229	 -1.015	 -1.495
            230	 -1.015	 -1.535
            231	 -0.910	 -1.455
            232	 -0.720	 -1.300
            233	 -0.475	 -1.105
            234	 -0.210	 -0.920
            235	  0.035	 -0.765
            236	  0.260	 -0.635
            237	  0.490	 -0.545
            238	  0.690	 -0.490
            239	  0.880	 -0.475
            240	  1.025	 -0.465
            241	  1.130	 -0.460
            242	  1.190	 -0.475
            243	  1.195	 -0.515
            244	  1.165	 -0.580
            245	  1.085	 -0.635
            246	  0.970	 -0.670
            247	  0.815	 -0.690
            248	  0.635	 -0.685
            249	  0.425	 -0.670
            250	  0.215	 -0.660
            251	  0.000	 -0.640
            252	 -0.215	 -0.610
            253	 -0.430	 -0.625
            254	 -0.645	 -0.645
            255	 -0.835	 -0.690
            256	 -0.980	 -0.730
            257	 -1.070	 -0.750
            258	 -1.125	 -0.760
            259	 -1.140	 -0.750
            260	 -1.130	 -0.710
            261	 -1.120	 -0.690
            262	 -1.095	 -0.665
            263	 -1.080	 -0.650
            264	 -1.085	 -0.640
            265	 -1.070	 -0.625
            266	 -1.070	 -0.615
            267	 -1.060	 -0.585
            268	 -1.045	 -0.575
            269	 -1.035	 -0.555
            270	 -1.020	 -0.540
            271	 -1.015	 -0.540
            272	 -1.000	 -0.535
            273	 -1.000	 -0.545
            274	 -1.005	 -0.555
            275	 -1.020	 -0.555
            276	 -1.025	 -0.565
            277	 -1.040	 -0.565
            278	 -1.040	 -0.545
            279	 -1.050	 -0.540
            280	 -1.045	 -0.530
            281	 -1.040	 -0.515
            282	 -1.030	 -0.510
            283	 -1.025	 -0.520
            284	 -1.015	 -0.510
            285	 -1.010	 -0.525
            286	 -1.025	 -0.520
            287	 -1.025	 -0.520
            288	 -1.035	 -0.520
            289	 -1.045	 -0.525
            290	 -1.040	 -0.525
            291	 -1.045	 -0.535
            292	 -1.040	 -0.520
            293	 -1.040	 -0.515
            294	 -1.025	 -0.510
            295	 -1.020	 -0.505
            296	 -1.015	 -0.495
            297	 -1.020	 -0.510
            298	 -1.020	 -0.500
            299	 -1.035	 -0.510
            300	 -1.045	 -0.520
            301	 -1.050	 -0.540
            302	 -1.060	 -0.545
            303	 -1.060	 -0.535
            304	 -1.060	 -0.540
            305	 -1.055	 -0.520
            306	 -1.060	 -0.515
            307	 -1.045	 -0.515
            308	 -1.050	 -0.505
            309	 -1.055	 -0.515
            310	 -1.055	 -0.525
            311	 -1.070	 -0.535
            312	 -1.075	 -0.545
            313	 -1.075	 -0.560
            314	 -1.080	 -0.550
            315	 -1.090	 -0.555
            316	 -1.090	 -0.545
            317	 -1.085	 -0.540
            318	 -1.090	 -0.540
            319	 -1.080	 -0.530
            320	 -1.085	 -0.535
            321	 -1.080	 -0.545
            322	 -1.085	 -0.565
            323	 -1.090	 -0.575
            324	 -1.110	 -0.580
            325	 -1.125	 -0.595
            326	 -1.125	 -0.595
            327	 -1.135	 -0.610
            328	 -1.150	 -0.615
            329	 -1.150	 -0.610
            330	 -1.140	 -0.605
            331	 -1.140	 -0.605
            332	 -1.135	 -0.605
            333	 -1.155	 -0.625
            334	 -1.170	 -0.650
            335	 -1.175	 -0.660
            336	 -1.195	 -0.695
            337	 -1.190	 -0.700
            338	 -1.185	 -0.725
            339	 -1.200	 -0.720
            340	 -1.200	 -0.705
            341	 -1.195	 -0.715
            342	 -1.200	 -0.710
            343	 -1.210	 -0.705
            344	 -1.195	 -0.725
            345	 -1.205	 -0.730
            346	 -1.195	 -0.745
            347	 -1.205	 -0.765
            348	 -1.210	 -0.780
            349	 -1.210	 -0.810
            350	 -1.220	 -0.810
            351	 -1.210	 -0.815
            352	 -1.210	 -0.815
            353	 -1.205	 -0.805
            354	 -1.180	 -0.820
            355	 -1.180	 -0.820
            356	 -1.165	 -0.825
            357	 -1.160	 -0.830
            358	 -1.160	 -0.840
            359	 -1.155	 -0.845
            360	 -1.145	 -0.855
            361	 -1.140	 -0.855
            362	 -1.120	 -0.855
            363	 -1.115	 -0.850
            364	 -1.105	 -0.855
            365	 -1.090	 -0.835
            366	 -1.070	 -0.835
            367	 -1.050	 -0.825
            368	 -1.020	 -0.825
            369	 -1.005	 -0.845
            370	 -0.995	 -0.835
            371	 -0.970	 -0.830
            372	 -0.965	 -0.825
            373	 -0.950	 -0.840
            374	 -0.935	 -0.825
            375	 -0.935	 -0.830
            376	 -0.920	 -0.815
            377	 -0.900	 -0.805
            378	 -0.885	 -0.805
            379	 -0.850	 -0.780
            380	 -0.845	 -0.775
            381	 -0.840	 -0.775
            382	 -0.845	 -0.790
            383	 -0.825	 -0.795
            384	 -0.835	 -0.785
            385	 -0.835	 -0.785
            386	 -0.830	 -0.775
            387	 -0.830	 -0.775
            388	 -0.820	 -0.785
            389	 -0.820	 -0.745
            390	 -0.820	 -0.750
            391	 -0.810	 -0.735
            392	 -0.810	 -0.735
            393	 -0.815	 -0.740
            394	 -0.825	 -0.750
            395	 -0.845	 -0.745
            396	 -0.860	 -0.765
            397	 -0.875	 -0.760
            398	 -0.885	 -0.760
            399	 -0.900	 -0.755
            400	 -0.905	 -0.750
            401	 -0.905	 -0.735
            402	 -0.905	 -0.735
            403	 -0.915	 -0.715
            404	 -0.900	 -0.715
            405	 -0.920	 -0.730
            406	 -0.925	 -0.740
            407	 -0.940	 -0.755
            408	 -0.940	 -0.755
            409	 -0.965	 -0.760
            410	 -0.960	 -0.760
            411	 -0.970	 -0.755
            412	 -0.970	 -0.760
            413	 -0.970	 -0.745
            414	 -0.960	 -0.745
            415	 -0.960	 -0.720
            416	 -0.960	 -0.720
