sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.345	 -0.160
              1	 -0.345	 -0.160
              2	 -0.345	 -0.160
              3	 -0.345	 -0.160
              4	 -0.345	 -0.160
              5	 -0.345	 -0.160
              6	 -0.345	 -0.160
              7	 -0.345	 -0.160
              8	 -0.330	 -0.150
              9	 -0.320	 -0.145
             10	 -0.320	 -0.170
             11	 -0.325	 -0.180
             12	 -0.330	 -0.170
             13	 -0.325	 -0.150
             14	 -0.315	 -0.160
             15	 -0.305	 -0.170
             16	 -0.300	 -0.185
             17	 -0.315	 -0.195
             18	 -0.320	 -0.185
             19	 -0.315	 -0.185
             20	 -0.300	 -0.175
             21	 -0.290	 -0.200
             22	 -0.290	 -0.190
             23	 -0.295	 -0.205
             24	 -0.290	 -0.195
             25	 -0.295	 -0.175
             26	 -0.285	 -0.175
             27	 -0.255	 -0.190
             28	 -0.230	 -0.200
             29	 -0.200	 -0.215
             30	 -0.195	 -0.210
             31	 -0.160	 -0.210
             32	 -0.160	 -0.190
             33	 -0.165	 -0.220
             34	 -0.200	 -0.225
             35	 -0.200	 -0.245
             36	 -0.210	 -0.235
             37	 -0.210	 -0.215
             38	 -0.205	 -0.225
             39	 -0.210	 -0.235
             40	 -0.210	 -0.240
             41	 -0.220	 -0.245
             42	 -0.250	 -0.225
             43	 -0.250	 -0.215
             44	 -0.250	 -0.205
             45	 -0.260	 -0.205
             46	 -0.265	 -0.205
             47	 -0.275	 -0.195
             48	 -0.305	 -0.190
             49	 -0.320	 -0.175
             50	 -0.330	 -0.180
             51	 -0.320	 -0.180
             52	 -0.320	 -0.200
             53	 -0.315	 -0.200
             54	 -0.340	 -0.185
             55	 -0.350	 -0.180
             56	 -0.335	 -0.175
             57	 -0.320	 -0.200
             58	 -0.310	 -0.200
             59	 -0.335	 -0.205
             60	 -0.345	 -0.205
             61	 -0.350	 -0.200
             62	 -0.350	 -0.195
             63	 -0.355	 -0.215
             64	 -0.350	 -0.215
             65	 -0.350	 -0.220
             66	 -0.370	 -0.215
             67	 -0.360	 -0.220
             68	 -0.345	 -0.220
             69	 -0.325	 -0.220
             70	 -0.325	 -0.220
             71	 -0.335	 -0.230
             72	 -0.370	 -0.245
             73	 -0.400	 -0.235
             74	 -0.400	 -0.230
             75	 -0.395	 -0.230
             76	 -0.350	 -0.240
             77	 -0.210	 -0.240
             78	 -0.010	 -0.240
             79	  0.245	 -0.245
             80	  0.530	 -0.250
             81	  0.850	 -0.285
             82	  1.085	 -0.315
             83	  1.065	 -0.375
             84	  0.815	 -0.400
             85	  0.480	 -0.410
             86	  0.210	 -0.365
             87	 -0.010	 -0.295
             88	 -0.145	 -0.230
             89	 -0.185	 -0.200
             90	 -0.240	 -0.200
             91	 -0.285	 -0.215
             92	 -0.285	 -0.205
             93	 -0.285	 -0.195
             94	 -0.290	 -0.180
             95	 -0.300	 -0.190
             96	 -0.335	 -0.200
             97	 -0.360	 -0.200
             98	 -0.360	 -0.185
             99	 -0.385	 -0.180
            100	 -0.395	 -0.195
            101	 -0.415	 -0.210
            102	 -0.430	 -0.230
            103	 -0.435	 -0.225
            104	 -0.405	 -0.200
            105	 -0.410	 -0.205
            106	 -0.405	 -0.210
            107	 -0.415	 -0.225
            108	 -0.440	 -0.225
            109	 -0.430	 -0.210
            110	 -0.415	 -0.190
            111	 -0.420	 -0.190
            112	 -0.415	 -0.225
            113	 -0.420	 -0.230
            114	 -0.430	 -0.245
            115	 -0.440	 -0.235
            116	 -0.425	 -0.225
            117	 -0.415	 -0.225
            118	 -0.425	 -0.240
            119	 -0.430	 -0.250
            120	 -0.425	 -0.250
            121	 -0.415	 -0.230
            122	 -0.420	 -0.220
            123	 -0.415	 -0.230
            124	 -0.420	 -0.235
            125	 -0.420	 -0.240
            126	 -0.435	 -0.225
            127	 -0.415	 -0.210
            128	 -0.415	 -0.200
            129	 -0.400	 -0.185
            130	 -0.395	 -0.190
            131	 -0.410	 -0.210
            132	 -0.425	 -0.195
            133	 -0.415	 -0.180
            134	 -0.405	 -0.175
            135	 -0.395	 -0.180
            136	 -0.400	 -0.195
            137	 -0.410	 -0.200
            138	 -0.420	 -0.185
            139	 -0.410	 -0.195
            140	 -0.395	 -0.195
            141	 -0.380	 -0.210
            142	 -0.390	 -0.215
            143	 -0.400	 -0.220
            144	 -0.415	 -0.210
            145	 -0.420	 -0.205
            146	 -0.385	 -0.210
            147	 -0.375	 -0.220
            148	 -0.380	 -0.205
            149	 -0.375	 -0.215
            150	 -0.365	 -0.210
            151	 -0.350	 -0.210
            152	 -0.350	 -0.215
            153	 -0.350	 -0.220
            154	 -0.340	 -0.235
            155	 -0.350	 -0.245
            156	 -0.350	 -0.250
            157	 -0.325	 -0.255
            158	 -0.320	 -0.240
            159	 -0.310	 -0.250
            160	 -0.310	 -0.245
            161	 -0.310	 -0.240
            162	 -0.305	 -0.240
            163	 -0.285	 -0.250
            164	 -0.270	 -0.240
            165	 -0.265	 -0.245
            166	 -0.265	 -0.230
            167	 -0.255	 -0.235
            168	 -0.240	 -0.230
            169	 -0.220	 -0.225
            170	 -0.210	 -0.210
            171	 -0.205	 -0.205
            172	 -0.190	 -0.205
            173	 -0.175	 -0.200
            174	 -0.175	 -0.205
            175	 -0.165	 -0.210
            176	 -0.155	 -0.200
            177	 -0.145	 -0.200
            178	 -0.130	 -0.200
