sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.080	  0.135
              1	 -0.080	  0.135
              2	 -0.080	  0.135
              3	 -0.080	  0.135
              4	 -0.080	  0.135
              5	 -0.080	  0.135
              6	 -0.080	  0.135
              7	 -0.080	  0.135
              8	 -0.075	  0.135
              9	 -0.075	  0.145
             10	 -0.090	  0.155
             11	 -0.065	  0.175
             12	 -0.055	  0.180
             13	 -0.050	  0.175
             14	 -0.050	  0.165
             15	 -0.065	  0.145
             16	 -0.070	  0.145
             17	 -0.075	  0.150
             18	 -0.080	  0.150
             19	 -0.080	  0.150
             20	 -0.085	  0.150
             21	 -0.085	  0.155
             22	 -0.095	  0.155
             23	 -0.075	  0.170
             24	 -0.070	  0.175
             25	 -0.065	  0.170
             26	 -0.060	  0.145
             27	 -0.070	  0.140
             28	 -0.075	  0.135
             29	 -0.075	  0.150
             30	 -0.080	  0.155
             31	 -0.075	  0.145
             32	 -0.070	  0.140
             33	 -0.060	  0.145
             34	 -0.065	  0.170
             35	 -0.055	  0.185
             36	 -0.055	  0.170
             37	 -0.050	  0.170
             38	 -0.050	  0.150
             39	 -0.050	  0.140
             40	 -0.060	  0.135
             41	 -0.065	  0.145
             42	 -0.065	  0.145
             43	 -0.080	  0.145
             44	 -0.065	  0.150
             45	 -0.065	  0.140
             46	 -0.060	  0.160
             47	 -0.055	  0.170
             48	 -0.055	  0.170
             49	 -0.050	  0.170
             50	 -0.050	  0.140
             51	 -0.065	  0.140
             52	 -0.065	  0.130
             53	 -0.060	  0.150
             54	 -0.050	  0.155
             55	 -0.050	  0.145
             56	 -0.045	  0.150
             57	 -0.045	  0.140
             58	 -0.050	  0.150
             59	 -0.050	  0.170
             60	 -0.050	  0.175
             61	 -0.045	  0.165
             62	 -0.055	  0.155
             63	 -0.050	  0.140
             64	 -0.065	  0.140
             65	 -0.080	  0.140
             66	 -0.080	  0.150
             67	 -0.065	  0.150
             68	 -0.060	  0.155
             69	 -0.055	  0.160
             70	 -0.050	  0.175
