sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	  0.175	  0.635
              1	  0.175	  0.635
              2	  0.175	  0.635
              3	  0.175	  0.635
              4	  0.175	  0.635
              5	  0.175	  0.635
              6	  0.175	  0.635
              7	  0.175	  0.635
              8	  0.175	  0.635
              9	  0.180	  0.635
             10	  0.185	  0.645
             11	  0.210	  0.620
             12	  0.230	  0.615
             13	  0.220	  0.595
             14	  0.195	  0.580
             15	  0.160	  0.570
             16	  0.095	  0.580
             17	  0.060	  0.595
             18	  0.085	  0.590
             19	  0.150	  0.585
             20	  0.195	  0.580
             21	  0.160	  0.575
             22	  0.065	  0.590
             23	  0.055	  0.590
             24	  0.120	  0.585
             25	  0.220	  0.570
             26	  0.240	  0.545
             27	  0.200	  0.560
             28	  0.160	  0.575
             29	  0.140	  0.590
             30	  0.140	  0.600
             31	  0.125	  0.600
             32	  0.110	  0.575
             33	  0.100	  0.585
             34	  0.110	  0.595
             35	  0.135	  0.620
             36	  0.140	  0.625
             37	  0.105	  0.620
             38	  0.055	  0.600
             39	  0.030	  0.600
             40	  0.010	  0.595
             41	  0.015	  0.610
             42	 -0.015	  0.610
             43	 -0.035	  0.615
             44	 -0.060	  0.610
             45	 -0.090	  0.595
             46	 -0.125	  0.620
             47	 -0.125	  0.655
             48	 -0.110	  0.660
             49	 -0.110	  0.650
             50	 -0.110	  0.605
             51	 -0.130	  0.565
             52	 -0.130	  0.545
             53	 -0.135	  0.550
             54	 -0.140	  0.565
             55	 -0.150	  0.580
             56	 -0.175	  0.580
             57	 -0.160	  0.580
             58	 -0.165	  0.580
             59	 -0.170	  0.585
             60	 -0.185	  0.585
             61	 -0.195	  0.580
             62	 -0.180	  0.570
             63	 -0.165	  0.555
             64	 -0.175	  0.560
             65	 -0.200	  0.590
             66	 -0.215	  0.590
             67	 -0.215	  0.575
             68	 -0.185	  0.570
             69	 -0.170	  0.555
             70	 -0.190	  0.550
             71	 -0.230	  0.545
             72	 -0.230	  0.565
             73	 -0.210	  0.565
             74	 -0.175	  0.545
             75	 -0.160	  0.525
             76	 -0.170	  0.525
             77	 -0.190	  0.560
             78	 -0.195	  0.560
             79	 -0.190	  0.550
             80	 -0.165	  0.530
             81	 -0.160	  0.525
             82	 -0.180	  0.540
             83	 -0.190	  0.545
             84	 -0.175	  0.535
             85	 -0.180	  0.520
             86	 -0.175	  0.520
             87	 -0.195	  0.515
             88	 -0.200	  0.535
             89	 -0.180	  0.570
             90	 -0.185	  0.570
             91	 -0.195	  0.575
             92	 -0.210	  0.590
             93	 -0.245	  0.610
             94	 -0.240	  0.625
             95	 -0.185	  0.630
             96	 -0.080	  0.605
             97	  0.025	  0.560
             98	  0.110	  0.490
             99	  0.170	  0.400
            100	  0.200	  0.345
            101	  0.205	  0.310
            102	  0.235	  0.225
            103	  0.330	  0.100
            104	  0.425	 -0.085
            105	  0.535	 -0.260
            106	  0.600	 -0.370
            107	  0.630	 -0.395
            108	  0.610	 -0.365
            109	  0.575	 -0.365
            110	  0.550	 -0.375
            111	  0.535	 -0.340
            112	  0.520	 -0.285
            113	  0.490	 -0.220
            114	  0.445	 -0.180
            115	  0.390	 -0.130
            116	  0.330	 -0.095
            117	  0.270	 -0.060
            118	  0.220	 -0.010
            119	  0.175	  0.045
            120	  0.095	  0.070
            121	 -0.020	  0.095
            122	 -0.145	  0.100
            123	 -0.280	  0.130
            124	 -0.405	  0.170
            125	 -0.490	  0.200
            126	 -0.545	  0.230
            127	 -0.570	  0.255
            128	 -0.620	  0.265
            129	 -0.660	  0.285
            130	 -0.700	  0.310
            131	 -0.690	  0.325
            132	 -0.670	  0.345
            133	 -0.660	  0.355
            134	 -0.655	  0.360
            135	 -0.660	  0.380
            136	 -0.640	  0.410
            137	 -0.615	  0.445
            138	 -0.595	  0.450
            139	 -0.590	  0.470
            140	 -0.575	  0.465
            141	 -0.580	  0.470
            142	 -0.580	  0.485
            143	 -0.560	  0.515
            144	 -0.515	  0.510
            145	 -0.485	  0.530
            146	 -0.475	  0.515
            147	 -0.485	  0.510
            148	 -0.485	  0.520
            149	 -0.465	  0.525
            150	 -0.460	  0.535
            151	 -0.460	  0.520
            152	 -0.460	  0.520
            153	 -0.470	  0.510
            154	 -0.475	  0.535
            155	 -0.465	  0.535
            156	 -0.470	  0.535
            157	 -0.485	  0.535
            158	 -0.485	  0.525
            159	 -0.505	  0.520
            160	 -0.505	  0.535
            161	 -0.500	  0.545
            162	 -0.490	  0.535
            163	 -0.490	  0.530
            164	 -0.495	  0.525
            165	 -0.505	  0.530
            166	 -0.530	  0.535
            167	 -0.530	  0.560
            168	 -0.520	  0.560
            169	 -0.500	  0.555
            170	 -0.495	  0.525
            171	 -0.505	  0.530
            172	 -0.520	  0.525
            173	 -0.515	  0.535
            174	 -0.505	  0.530
            175	 -0.505	  0.525
            176	 -0.515	  0.520
            177	 -0.515	  0.510
            178	 -0.520	  0.530
            179	 -0.500	  0.535
            180	 -0.485	  0.535
            181	 -0.495	  0.530
            182	 -0.490	  0.515
            183	 -0.485	  0.510
            184	 -0.480	  0.495
            185	 -0.480	  0.505
            186	 -0.480	  0.510
            187	 -0.455	  0.505
            188	 -0.450	  0.490
            189	 -0.435	  0.480
            190	 -0.445	  0.485
            191	 -0.415	  0.490
            192	 -0.415	  0.485
            193	 -0.405	  0.475
            194	 -0.395	  0.465
            195	 -0.385	  0.460
            196	 -0.385	  0.465
            197	 -0.370	  0.480
            198	 -0.350	  0.475
            199	 -0.350	  0.470
            200	 -0.365	  0.440
            201	 -0.375	  0.430
            202	 -0.350	  0.420
            203	 -0.305	  0.450
            204	 -0.265	  0.430
            205	 -0.255	  0.420
            206	 -0.275	  0.420
            207	 -0.285	  0.390
            208	 -0.280	  0.380
            209	 -0.240	  0.390
            210	 -0.210	  0.380
            211	 -0.215	  0.370
            212	 -0.225	  0.360
            213	 -0.220	  0.340
            214	 -0.240	  0.355
            215	 -0.230	  0.350
            216	 -0.200	  0.345
            217	 -0.190	  0.320
            218	 -0.180	  0.300
            219	 -0.185	  0.305
            220	 -0.195	  0.295
            221	 -0.185	  0.310
            222	 -0.155	  0.295
            223	 -0.160	  0.285
            224	 -0.175	  0.270
            225	 -0.185	  0.260
            226	 -0.185	  0.250
            227	 -0.180	  0.265
            228	 -0.170	  0.250
            229	 -0.170	  0.250
            230	 -0.180	  0.240
            231	 -0.175	  0.240
            232	 -0.165	  0.240
            233	 -0.145	  0.255
            234	 -0.125	  0.255
            235	 -0.125	  0.230
            236	 -0.135	  0.230
            237	 -0.160	  0.210
            238	 -0.185	  0.225
            239	 -0.195	  0.210
            240	 -0.160	  0.225
