sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.260	  0.065
              1	 -0.260	  0.065
              2	 -0.260	  0.065
              3	 -0.260	  0.065
              4	 -0.260	  0.065
              5	 -0.260	  0.065
              6	 -0.260	  0.065
              7	 -0.260	  0.065
              8	 -0.145	  0.065
              9	 -0.175	  0.110
             10	 -0.275	  0.125
             11	 -0.380	  0.125
             12	 -0.405	  0.110
             13	 -0.385	  0.105
             14	 -0.310	  0.110
             15	 -0.240	  0.090
             16	 -0.255	  0.060
             17	 -0.325	  0.060
             18	 -0.375	  0.075
             19	 -0.345	  0.110
             20	 -0.230	  0.125
             21	 -0.120	  0.125
             22	 -0.060	  0.110
             23	 -0.120	  0.115
             24	 -0.220	  0.120
             25	 -0.350	  0.160
             26	 -0.365	  0.200
             27	 -0.335	  0.205
             28	 -0.260	  0.205
             29	 -0.175	  0.220
             30	 -0.105	  0.220
             31	 -0.140	  0.230
             32	 -0.200	  0.255
             33	 -0.235	  0.260
             34	 -0.295	  0.265
             35	 -0.395	  0.255
             36	 -0.490	  0.255
             37	 -0.475	  0.265
             38	 -0.395	  0.265
             39	 -0.315	  0.245
             40	 -0.260	  0.230
             41	 -0.210	  0.215
             42	 -0.200	  0.180
             43	 -0.160	  0.170
             44	 -0.095	  0.130
             45	 -0.040	  0.100
             46	 -0.020	  0.040
             47	 -0.035	  0.015
             48	 -0.090	 -0.005
             49	 -0.170	  0.005
             50	 -0.240	  0.040
             51	 -0.280	  0.035
             52	 -0.300	  0.045
             53	 -0.285	  0.020
             54	 -0.275	  0.000
             55	 -0.245	  0.015
             56	 -0.185	  0.040
             57	 -0.100	  0.055
             58	 -0.055	  0.045
             59	 -0.130	 -0.005
             60	 -0.295	 -0.030
             61	 -0.400	 -0.040
             62	 -0.345	 -0.030
             63	 -0.270	 -0.025
             64	 -0.255	 -0.025
             65	 -0.255	 -0.005
             66	 -0.215	  0.015
             67	 -0.175	  0.025
             68	 -0.155	  0.035
             69	 -0.175	 -0.005
             70	 -0.235	 -0.015
             71	 -0.315	 -0.035
             72	 -0.335	 -0.030
             73	 -0.310	  0.005
             74	 -0.260	  0.020
             75	 -0.260	  0.030
             76	 -0.305	  0.035
             77	 -0.340	  0.060
