sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.260	 -0.210
              1	 -0.260	 -0.210
              2	 -0.260	 -0.210
              3	 -0.260	 -0.210
              4	 -0.260	 -0.210
              5	 -0.260	 -0.210
              6	 -0.260	 -0.210
              7	 -0.260	 -0.210
              8	 -0.260	 -0.195
              9	 -0.250	 -0.185
             10	 -0.240	 -0.175
             11	 -0.225	 -0.170
             12	 -0.210	 -0.180
             13	 -0.200	 -0.180
             14	 -0.200	 -0.190
             15	 -0.200	 -0.170
             16	 -0.180	 -0.180
             17	 -0.170	 -0.185
             18	 -0.155	 -0.185
             19	 -0.165	 -0.190
             20	 -0.170	 -0.195
             21	 -0.175	 -0.195
             22	 -0.170	 -0.175
             23	 -0.165	 -0.165
             24	 -0.160	 -0.160
             25	 -0.170	 -0.205
             26	 -0.175	 -0.260
             27	 -0.185	 -0.295
             28	 -0.175	 -0.295
             29	 -0.170	 -0.255
             30	 -0.165	 -0.240
             31	 -0.175	 -0.245
             32	 -0.200	 -0.260
             33	 -0.205	 -0.295
             34	 -0.210	 -0.300
             35	 -0.210	 -0.290
             36	 -0.210	 -0.280
             37	 -0.225	 -0.285
             38	 -0.240	 -0.285
             39	 -0.250	 -0.275
             40	 -0.245	 -0.265
             41	 -0.245	 -0.245
             42	 -0.250	 -0.245
             43	 -0.255	 -0.255
             44	 -0.270	 -0.255
             45	 -0.290	 -0.245
             46	 -0.305	 -0.230
             47	 -0.310	 -0.215
             48	 -0.305	 -0.200
             49	 -0.305	 -0.190
             50	 -0.310	 -0.200
             51	 -0.310	 -0.185
             52	 -0.310	 -0.180
             53	 -0.295	 -0.165
             54	 -0.300	 -0.175
             55	 -0.320	 -0.160
             56	 -0.325	 -0.155
             57	 -0.325	 -0.130
             58	 -0.320	 -0.125
             59	 -0.305	 -0.140
             60	 -0.290	 -0.155
             61	 -0.295	 -0.155
             62	 -0.290	 -0.160
             63	 -0.305	 -0.140
             64	 -0.295	 -0.120
             65	 -0.285	 -0.090
             66	 -0.295	 -0.115
             67	 -0.295	 -0.130
             68	 -0.300	 -0.135
             69	 -0.305	 -0.125
             70	 -0.285	 -0.100
             71	 -0.285	 -0.085
             72	 -0.280	 -0.095
             73	 -0.285	 -0.110
             74	 -0.290	 -0.115
             75	 -0.295	 -0.095
             76	 -0.295	 -0.085
             77	 -0.280	 -0.075
             78	 -0.275	 -0.065
             79	 -0.265	 -0.065
             80	 -0.255	 -0.085
             81	 -0.260	 -0.085
             82	 -0.245	 -0.100
             83	 -0.235	 -0.105
             84	 -0.235	 -0.110
             85	 -0.240	 -0.140
             86	 -0.240	 -0.155
             87	 -0.255	 -0.165
             88	 -0.250	 -0.175
             89	 -0.245	 -0.190
             90	 -0.245	 -0.200
             91	 -0.255	 -0.210
             92	 -0.260	 -0.230
             93	 -0.265	 -0.220
             94	 -0.260	 -0.215
             95	 -0.270	 -0.205
             96	 -0.275	 -0.195
             97	 -0.290	 -0.205
             98	 -0.300	 -0.230
             99	 -0.305	 -0.235
            100	 -0.310	 -0.220
            101	 -0.305	 -0.215
            102	 -0.290	 -0.235
            103	 -0.285	 -0.260
            104	 -0.300	 -0.265
            105	 -0.300	 -0.265
            106	 -0.295	 -0.245
            107	 -0.285	 -0.225
            108	 -0.285	 -0.220
            109	 -0.280	 -0.230
            110	 -0.290	 -0.260
            111	 -0.305	 -0.260
            112	 -0.300	 -0.245
            113	 -0.300	 -0.230
            114	 -0.305	 -0.225
            115	 -0.315	 -0.235
            116	 -0.335	 -0.230
            117	 -0.345	 -0.200
            118	 -0.340	 -0.170
            119	 -0.330	 -0.155
            120	 -0.325	 -0.145
            121	 -0.325	 -0.145
            122	 -0.330	 -0.165
            123	 -0.325	 -0.175
            124	 -0.315	 -0.175
            125	 -0.300	 -0.155
            126	 -0.305	 -0.150
            127	 -0.315	 -0.145
            128	 -0.335	 -0.120
            129	 -0.335	 -0.100
            130	 -0.325	 -0.075
            131	 -0.310	 -0.080
            132	 -0.305	 -0.110
            133	 -0.320	 -0.145
            134	 -0.330	 -0.170
            135	 -0.330	 -0.170
            136	 -0.310	 -0.150
            137	 -0.305	 -0.140
            138	 -0.310	 -0.135
            139	 -0.320	 -0.135
            140	 -0.335	 -0.135
            141	 -0.330	 -0.115
            142	 -0.315	 -0.075
            143	 -0.305	 -0.050
            144	 -0.265	 -0.050
            145	 -0.240	 -0.090
            146	 -0.210	 -0.170
            147	 -0.190	 -0.235
            148	 -0.170	 -0.300
            149	 -0.130	 -0.355
            150	 -0.080	 -0.440
            151	  0.005	 -0.535
            152	  0.100	 -0.640
            153	  0.185	 -0.740
            154	  0.305	 -0.840
            155	  0.430	 -0.870
            156	  0.580	 -0.860
            157	  0.705	 -0.845
            158	  0.765	 -0.815
            159	  0.835	 -0.755
            160	  0.890	 -0.625
            161	  0.870	 -0.485
            162	  0.750	 -0.360
            163	  0.575	 -0.275
            164	  0.375	 -0.255
            165	  0.150	 -0.260
            166	 -0.030	 -0.280
            167	 -0.130	 -0.280
            168	 -0.180	 -0.265
            169	 -0.220	 -0.255
            170	 -0.230	 -0.230
            171	 -0.235	 -0.205
            172	 -0.215	 -0.175
            173	 -0.215	 -0.175
            174	 -0.220	 -0.160
            175	 -0.235	 -0.175
            176	 -0.255	 -0.175
            177	 -0.265	 -0.165
            178	 -0.275	 -0.145
            179	 -0.275	 -0.125
            180	 -0.295	 -0.110
            181	 -0.300	 -0.090
            182	 -0.305	 -0.070
            183	 -0.310	 -0.050
            184	 -0.300	 -0.035
            185	 -0.315	 -0.020
            186	 -0.325	 -0.075
            187	 -0.345	 -0.170
            188	 -0.335	 -0.255
            189	 -0.340	 -0.270
            190	 -0.320	 -0.240
            191	 -0.295	 -0.200
            192	 -0.285	 -0.190
            193	 -0.295	 -0.185
            194	 -0.315	 -0.185
            195	 -0.320	 -0.185
            196	 -0.325	 -0.175
            197	 -0.325	 -0.160
            198	 -0.325	 -0.150
            199	 -0.335	 -0.145
            200	 -0.325	 -0.155
            201	 -0.335	 -0.145
            202	 -0.320	 -0.115
            203	 -0.320	 -0.105
            204	 -0.310	 -0.095
            205	 -0.310	 -0.080
            206	 -0.300	 -0.085
            207	 -0.280	 -0.080
            208	 -0.255	 -0.070
            209	 -0.235	 -0.065
            210	 -0.210	 -0.070
            211	 -0.205	 -0.080
            212	 -0.200	 -0.080
            213	 -0.205	 -0.070
            214	 -0.215	 -0.070
            215	 -0.195	 -0.045
            216	 -0.195	 -0.060
            217	 -0.205	 -0.115
            218	 -0.210	 -0.175
            219	 -0.215	 -0.180
            220	 -0.210	 -0.160
            221	 -0.195	 -0.150
            222	 -0.175	 -0.190
            223	 -0.165	 -0.230
            224	 -0.175	 -0.235
            225	 -0.165	 -0.230
