sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.035	  0.035
              1	 -0.035	  0.035
              2	 -0.035	  0.035
              3	 -0.035	  0.035
              4	 -0.035	  0.035
              5	 -0.035	  0.035
              6	 -0.035	  0.035
              7	 -0.035	  0.035
              8	 -0.035	  0.035
              9	 -0.035	  0.060
             10	 -0.020	  0.085
             11	 -0.040	  0.070
             12	 -0.065	  0.045
             13	 -0.080	  0.010
             14	 -0.100	  0.010
             15	 -0.090	  0.015
             16	 -0.080	  0.005
             17	 -0.105	  0.000
             18	 -0.095	 -0.025
             19	 -0.125	 -0.055
             20	 -0.135	 -0.045
             21	 -0.125	 -0.040
             22	 -0.115	 -0.025
             23	 -0.105	 -0.025
             24	 -0.120	 -0.025
             25	 -0.130	 -0.030
             26	 -0.125	 -0.010
             27	 -0.120	 -0.010
             28	 -0.105	  0.005
             29	 -0.100	  0.000
             30	 -0.115	 -0.005
             31	 -0.125	 -0.025
             32	 -0.130	 -0.005
             33	 -0.130	  0.005
             34	 -0.115	  0.015
             35	 -0.115	  0.020
             36	 -0.110	  0.000
             37	 -0.125	  0.005
             38	 -0.130	  0.015
             39	 -0.120	  0.035
             40	 -0.105	  0.035
             41	 -0.105	  0.040
             42	 -0.090	  0.015
             43	 -0.125	  0.015
             44	 -0.135	  0.025
             45	 -0.120	  0.030
             46	 -0.100	  0.050
             47	 -0.110	  0.035
             48	 -0.115	  0.035
             49	 -0.120	  0.025
             50	 -0.115	  0.040
             51	 -0.110	  0.050
             52	 -0.090	  0.055
             53	 -0.085	  0.050
             54	 -0.095	  0.040
             55	 -0.120	  0.045
             56	 -0.125	  0.040
             57	 -0.120	  0.040
             58	 -0.110	  0.060
             59	 -0.100	  0.045
             60	 -0.115	  0.030
             61	 -0.135	  0.020
             62	 -0.135	  0.025
             63	 -0.140	  0.050
             64	 -0.110	  0.055
             65	 -0.130	  0.050
             66	 -0.135	  0.030
             67	 -0.150	  0.000
             68	 -0.140	  0.010
             69	 -0.135	  0.020
             70	 -0.130	  0.035
             71	 -0.140	  0.025
             72	 -0.135	  0.025
             73	 -0.145	  0.010
             74	 -0.145	  0.015
             75	 -0.135	  0.035
             76	 -0.120	  0.035
             77	 -0.125	  0.035
             78	 -0.130	  0.015
             79	 -0.145	  0.015
             80	 -0.145	  0.025
             81	 -0.125	  0.050
             82	 -0.125	  0.060
             83	 -0.135	  0.035
             84	 -0.130	  0.025
             85	 -0.145	  0.020
             86	 -0.155	  0.030
             87	 -0.150	  0.050
             88	 -0.135	  0.045
             89	 -0.135	  0.030
             90	 -0.140	  0.000
             91	 -0.160	 -0.005
             92	 -0.165	  0.015
             93	 -0.150	  0.045
             94	 -0.145	  0.070
             95	 -0.135	  0.060
             96	 -0.150	  0.050
             97	 -0.145	  0.055
             98	 -0.150	  0.055
             99	 -0.140	  0.075
            100	 -0.125	  0.085
            101	 -0.120	  0.075
            102	 -0.120	  0.070
            103	 -0.120	  0.065
            104	 -0.115	  0.075
            105	 -0.115	  0.080
            106	 -0.090	  0.080
            107	 -0.070	  0.055
            108	 -0.075	  0.020
            109	 -0.090	  0.000
            110	 -0.090	  0.025
            111	 -0.075	  0.020
            112	 -0.065	  0.045
            113	 -0.075	  0.040
            114	 -0.070	  0.020
            115	 -0.110	 -0.005
            116	 -0.095	 -0.005
            117	 -0.100	  0.005
            118	 -0.085	 -0.005
            119	 -0.080	 -0.005
            120	 -0.095	 -0.025
            121	 -0.125	 -0.030
            122	 -0.140	 -0.055
            123	 -0.125	 -0.055
            124	 -0.130	 -0.050
            125	 -0.125	 -0.045
            126	 -0.150	 -0.040
            127	 -0.155	 -0.040
            128	 -0.165	 -0.030
            129	 -0.145	 -0.025
            130	 -0.150	 -0.005
            131	 -0.145	  0.000
            132	 -0.175	  0.005
            133	 -0.195	  0.000
            134	 -0.205	  0.015
            135	 -0.190	  0.040
            136	 -0.185	  0.050
            137	 -0.185	  0.035
            138	 -0.200	  0.010
            139	 -0.205	  0.000
            140	 -0.220	  0.010
            141	 -0.205	  0.040
            142	 -0.185	  0.050
            143	 -0.195	  0.045
            144	 -0.225	  0.025
            145	 -0.215	  0.035
            146	 -0.230	  0.030
            147	 -0.220	  0.050
            148	 -0.220	  0.055
            149	 -0.220	  0.055
            150	 -0.230	  0.030
            151	 -0.235	  0.025
            152	 -0.245	  0.035
            153	 -0.235	  0.045
            154	 -0.215	  0.055
            155	 -0.225	  0.050
            156	 -0.230	  0.045
            157	 -0.245	  0.025
            158	 -0.250	  0.020
            159	 -0.240	  0.040
            160	 -0.235	  0.045
            161	 -0.215	  0.050
            162	 -0.230	  0.040
            163	 -0.250	  0.030
            164	 -0.240	  0.035
            165	 -0.230	  0.025
            166	 -0.220	  0.020
            167	 -0.215	  0.025
            168	 -0.225	  0.015
            169	 -0.240	  0.010
            170	 -0.245	  0.015
            171	 -0.230	  0.035
            172	 -0.220	  0.055
            173	 -0.205	  0.030
            174	 -0.195	 -0.020
            175	 -0.185	 -0.130
            176	 -0.175	 -0.230
            177	 -0.135	 -0.360
            178	 -0.090	 -0.490
            179	 -0.035	 -0.640
            180	  0.030	 -0.780
            181	  0.110	 -0.880
            182	  0.180	 -0.930
            183	  0.220	 -0.925
            184	  0.220	 -0.905
            185	  0.185	 -0.925
            186	  0.085	 -0.940
            187	 -0.035	 -0.925
            188	 -0.095	 -0.900
            189	 -0.095	 -0.845
            190	 -0.025	 -0.795
            191	  0.085	 -0.770
            192	  0.205	 -0.750
            193	  0.340	 -0.730
            194	  0.480	 -0.695
            195	  0.595	 -0.665
            196	  0.670	 -0.640
            197	  0.680	 -0.615
            198	  0.590	 -0.570
            199	  0.455	 -0.525
            200	  0.335	 -0.430
            201	  0.230	 -0.340
            202	  0.140	 -0.275
            203	  0.035	 -0.225
            204	 -0.090	 -0.175
            205	 -0.200	 -0.125
            206	 -0.300	 -0.050
            207	 -0.390	  0.050
            208	 -0.445	  0.115
            209	 -0.485	  0.145
            210	 -0.510	  0.150
            211	 -0.495	  0.155
            212	 -0.455	  0.175
            213	 -0.425	  0.195
            214	 -0.380	  0.205
            215	 -0.335	  0.210
            216	 -0.330	  0.220
            217	 -0.320	  0.215
            218	 -0.330	  0.220
            219	 -0.310	  0.250
