sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.580	 -0.335
              1	 -0.580	 -0.335
              2	 -0.580	 -0.335
              3	 -0.580	 -0.335
              4	 -0.580	 -0.335
              5	 -0.580	 -0.335
              6	 -0.580	 -0.335
              7	 -0.580	 -0.335
              8	 -0.585	 -0.330
              9	 -0.590	 -0.320
             10	 -0.580	 -0.320
             11	 -0.580	 -0.315
             12	 -0.575	 -0.300
             13	 -0.555	 -0.315
             14	 -0.570	 -0.310
             15	 -0.575	 -0.320
             16	 -0.585	 -0.330
             17	 -0.585	 -0.330
             18	 -0.595	 -0.340
             19	 -0.595	 -0.340
             20	 -0.610	 -0.335
             21	 -0.605	 -0.320
             22	 -0.590	 -0.330
             23	 -0.585	 -0.320
             24	 -0.580	 -0.305
             25	 -0.580	 -0.310
             26	 -0.585	 -0.320
             27	 -0.590	 -0.330
             28	 -0.595	 -0.335
             29	 -0.605	 -0.345
             30	 -0.600	 -0.350
             31	 -0.600	 -0.345
             32	 -0.605	 -0.335
             33	 -0.605	 -0.325
             34	 -0.590	 -0.330
             35	 -0.585	 -0.320
             36	 -0.590	 -0.310
             37	 -0.575	 -0.330
             38	 -0.580	 -0.325
             39	 -0.585	 -0.320
             40	 -0.585	 -0.330
             41	 -0.575	 -0.340
             42	 -0.595	 -0.340
             43	 -0.600	 -0.335
             44	 -0.605	 -0.345
             45	 -0.595	 -0.330
             46	 -0.590	 -0.315
             47	 -0.600	 -0.320
             48	 -0.590	 -0.315
             49	 -0.585	 -0.320
             50	 -0.580	 -0.320
             51	 -0.580	 -0.330
             52	 -0.585	 -0.345
             53	 -0.600	 -0.340
             54	 -0.605	 -0.345
             55	 -0.605	 -0.340
             56	 -0.620	 -0.345
             57	 -0.610	 -0.335
             58	 -0.610	 -0.325
             59	 -0.600	 -0.315
             60	 -0.600	 -0.310
             61	 -0.585	 -0.310
             62	 -0.595	 -0.330
             63	 -0.590	 -0.330
             64	 -0.610	 -0.330
             65	 -0.610	 -0.345
             66	 -0.610	 -0.350
             67	 -0.605	 -0.345
             68	 -0.605	 -0.340
             69	 -0.595	 -0.335
             70	 -0.595	 -0.320
             71	 -0.590	 -0.310
             72	 -0.565	 -0.300
             73	 -0.585	 -0.315
             74	 -0.570	 -0.315
             75	 -0.575	 -0.315
             76	 -0.580	 -0.315
             77	 -0.585	 -0.310
             78	 -0.590	 -0.325
             79	 -0.595	 -0.310
             80	 -0.590	 -0.295
             81	 -0.575	 -0.275
             82	 -0.560	 -0.275
             83	 -0.550	 -0.250
             84	 -0.535	 -0.240
             85	 -0.525	 -0.255
             86	 -0.515	 -0.260
             87	 -0.510	 -0.265
             88	 -0.490	 -0.290
             89	 -0.495	 -0.310
             90	 -0.490	 -0.320
             91	 -0.495	 -0.325
             92	 -0.480	 -0.340
             93	 -0.465	 -0.340
             94	 -0.455	 -0.335
             95	 -0.445	 -0.315
             96	 -0.430	 -0.300
             97	 -0.435	 -0.320
             98	 -0.440	 -0.305
             99	 -0.445	 -0.330
            100	 -0.475	 -0.315
            101	 -0.480	 -0.330
            102	 -0.485	 -0.340
            103	 -0.490	 -0.325
            104	 -0.495	 -0.330
            105	 -0.485	 -0.320
            106	 -0.480	 -0.310
            107	 -0.480	 -0.320
            108	 -0.470	 -0.315
            109	 -0.470	 -0.325
            110	 -0.485	 -0.335
            111	 -0.500	 -0.345
            112	 -0.535	 -0.350
            113	 -0.545	 -0.365
