sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.245	  0.210
              1	 -0.245	  0.210
              2	 -0.245	  0.210
              3	 -0.245	  0.210
              4	 -0.245	  0.210
              5	 -0.245	  0.210
              6	 -0.245	  0.210
              7	 -0.245	  0.210
              8	 -0.240	  0.210
              9	 -0.235	  0.215
             10	 -0.195	  0.205
             11	 -0.180	  0.215
             12	 -0.155	  0.215
             13	 -0.135	  0.210
             14	 -0.125	  0.205
             15	 -0.140	  0.215
             16	 -0.165	  0.205
             17	 -0.170	  0.200
             18	 -0.185	  0.200
             19	 -0.195	  0.185
             20	 -0.195	  0.185
             21	 -0.190	  0.190
             22	 -0.170	  0.195
             23	 -0.165	  0.200
             24	 -0.165	  0.210
             25	 -0.170	  0.220
             26	 -0.165	  0.240
             27	 -0.175	  0.230
             28	 -0.180	  0.225
             29	 -0.195	  0.220
             30	 -0.195	  0.215
             31	 -0.195	  0.215
             32	 -0.215	  0.205
             33	 -0.215	  0.210
             34	 -0.200	  0.215
             35	 -0.185	  0.220
             36	 -0.175	  0.215
             37	 -0.175	  0.230
             38	 -0.175	  0.230
             39	 -0.190	  0.235
             40	 -0.200	  0.215
             41	 -0.205	  0.220
             42	 -0.200	  0.215
             43	 -0.200	  0.205
             44	 -0.185	  0.205
             45	 -0.200	  0.195
             46	 -0.200	  0.200
             47	 -0.200	  0.220
             48	 -0.190	  0.215
             49	 -0.160	  0.225
             50	 -0.145	  0.220
             51	 -0.140	  0.215
             52	 -0.160	  0.215
             53	 -0.175	  0.205
             54	 -0.205	  0.220
             55	 -0.225	  0.230
             56	 -0.255	  0.215
             57	 -0.260	  0.220
             58	 -0.230	  0.215
             59	 -0.185	  0.215
             60	 -0.165	  0.200
             61	 -0.160	  0.235
             62	 -0.170	  0.240
             63	 -0.200	  0.240
             64	 -0.220	  0.250
             65	 -0.215	  0.235
             66	 -0.215	  0.235
             67	 -0.215	  0.210
             68	 -0.190	  0.195
             69	 -0.190	  0.200
             70	 -0.190	  0.205
             71	 -0.195	  0.210
             72	 -0.195	  0.220
             73	 -0.195	  0.230
             74	 -0.190	  0.215
             75	 -0.190	  0.240
             76	 -0.185	  0.230
             77	 -0.185	  0.210
             78	 -0.180	  0.205
             79	 -0.170	  0.210
             80	 -0.185	  0.215
             81	 -0.200	  0.230
             82	 -0.215	  0.235
             83	 -0.210	  0.235
             84	 -0.185	  0.225
             85	 -0.150	  0.220
             86	 -0.145	  0.235
             87	 -0.170	  0.240
             88	 -0.200	  0.250
             89	 -0.225	  0.240
             90	 -0.240	  0.250
             91	 -0.225	  0.215
             92	 -0.205	  0.210
             93	 -0.200	  0.200
             94	 -0.195	  0.205
             95	 -0.195	  0.225
             96	 -0.205	  0.220
             97	 -0.205	  0.250
             98	 -0.205	  0.245
             99	 -0.210	  0.235
            100	 -0.210	  0.220
            101	 -0.190	  0.200
            102	 -0.175	  0.190
            103	 -0.175	  0.190
            104	 -0.175	  0.180
            105	 -0.175	  0.185
            106	 -0.180	  0.180
            107	 -0.180	  0.195
            108	 -0.200	  0.195
            109	 -0.235	  0.230
            110	 -0.250	  0.240
            111	 -0.255	  0.230
            112	 -0.240	  0.225
            113	 -0.215	  0.200
            114	 -0.185	  0.185
            115	 -0.170	  0.160
            116	 -0.180	  0.170
            117	 -0.175	  0.180
            118	 -0.185	  0.195
            119	 -0.185	  0.210
            120	 -0.185	  0.215
            121	 -0.190	  0.230
            122	 -0.220	  0.240
            123	 -0.220	  0.230
            124	 -0.220	  0.220
            125	 -0.205	  0.210
            126	 -0.185	  0.190
            127	 -0.195	  0.190
            128	 -0.210	  0.190
            129	 -0.215	  0.185
            130	 -0.215	  0.190
            131	 -0.195	  0.200
            132	 -0.175	  0.205
            133	 -0.180	  0.215
            134	 -0.210	  0.250
            135	 -0.245	  0.255
            136	 -0.260	  0.250
            137	 -0.265	  0.235
            138	 -0.260	  0.220
            139	 -0.255	  0.205
            140	 -0.235	  0.175
            141	 -0.210	  0.180
            142	 -0.200	  0.175
            143	 -0.175	  0.195
            144	 -0.175	  0.190
            145	 -0.170	  0.205
            146	 -0.195	  0.210
            147	 -0.215	  0.210
            148	 -0.230	  0.210
            149	 -0.235	  0.215
            150	 -0.230	  0.205
            151	 -0.220	  0.200
            152	 -0.195	  0.180
            153	 -0.175	  0.180
            154	 -0.155	  0.170
            155	 -0.150	  0.175
            156	 -0.150	  0.195
            157	 -0.170	  0.210
            158	 -0.180	  0.205
            159	 -0.210	  0.225
            160	 -0.245	  0.245
            161	 -0.250	  0.245
            162	 -0.270	  0.250
            163	 -0.275	  0.240
            164	 -0.270	  0.225
            165	 -0.255	  0.210
            166	 -0.235	  0.210
            167	 -0.200	  0.205
            168	 -0.155	  0.190
            169	 -0.120	  0.175
            170	 -0.115	  0.170
            171	 -0.125	  0.175
            172	 -0.175	  0.190
            173	 -0.225	  0.215
            174	 -0.265	  0.240
            175	 -0.290	  0.240
            176	 -0.290	  0.245
            177	 -0.300	  0.235
            178	 -0.270	  0.235
            179	 -0.235	  0.215
            180	 -0.205	  0.225
            181	 -0.190	  0.215
            182	 -0.185	  0.215
            183	 -0.180	  0.200
            184	 -0.170	  0.190
            185	 -0.145	  0.180
            186	 -0.145	  0.175
            187	 -0.145	  0.160
            188	 -0.170	  0.175
            189	 -0.210	  0.195
            190	 -0.250	  0.205
            191	 -0.280	  0.230
            192	 -0.275	  0.245
            193	 -0.275	  0.245
            194	 -0.245	  0.240
            195	 -0.225	  0.225
            196	 -0.195	  0.220
            197	 -0.175	  0.200
            198	 -0.190	  0.185
            199	 -0.195	  0.170
            200	 -0.190	  0.170
            201	 -0.195	  0.180
            202	 -0.220	  0.180
            203	 -0.220	  0.205
            204	 -0.230	  0.215
            205	 -0.220	  0.240
            206	 -0.220	  0.230
            207	 -0.220	  0.225
            208	 -0.200	  0.200
            209	 -0.205	  0.195
            210	 -0.210	  0.185
            211	 -0.220	  0.200
            212	 -0.235	  0.200
            213	 -0.250	  0.210
            214	 -0.265	  0.200
            215	 -0.250	  0.205
            216	 -0.240	  0.210
            217	 -0.225	  0.210
            218	 -0.200	  0.210
            219	 -0.200	  0.185
            220	 -0.190	  0.185
            221	 -0.185	  0.190
            222	 -0.195	  0.175
            223	 -0.195	  0.180
            224	 -0.200	  0.180
            225	 -0.205	  0.195
            226	 -0.220	  0.200
            227	 -0.215	  0.205
            228	 -0.225	  0.205
            229	 -0.230	  0.215
            230	 -0.230	  0.220
            231	 -0.230	  0.220
            232	 -0.205	  0.210
            233	 -0.210	  0.200
            234	 -0.215	  0.190
            235	 -0.220	  0.185
            236	 -0.235	  0.180
            237	 -0.245	  0.180
            238	 -0.235	  0.195
            239	 -0.230	  0.200
            240	 -0.195	  0.200
            241	 -0.180	  0.205
            242	 -0.170	  0.220
            243	 -0.170	  0.205
            244	 -0.165	  0.190
            245	 -0.170	  0.195
            246	 -0.180	  0.190
            247	 -0.210	  0.180
            248	 -0.230	  0.180
            249	 -0.230	  0.195
            250	 -0.235	  0.195
            251	 -0.240	  0.205
            252	 -0.235	  0.210
            253	 -0.245	  0.215
            254	 -0.245	  0.225
            255	 -0.240	  0.220
            256	 -0.240	  0.220
            257	 -0.220	  0.190
            258	 -0.210	  0.180
            259	 -0.195	  0.190
            260	 -0.195	  0.175
            261	 -0.210	  0.190
            262	 -0.215	  0.190
            263	 -0.215	  0.200
            264	 -0.195	  0.185
            265	 -0.170	  0.200
            266	 -0.140	  0.195
            267	 -0.145	  0.185
            268	 -0.175	  0.185
            269	 -0.215	  0.215
            270	 -0.250	  0.210
            271	 -0.280	  0.210
            272	 -0.275	  0.210
            273	 -0.265	  0.200
            274	 -0.235	  0.180
            275	 -0.205	  0.190
            276	 -0.200	  0.195
            277	 -0.195	  0.200
            278	 -0.200	  0.205
            279	 -0.205	  0.205
            280	 -0.210	  0.220
            281	 -0.220	  0.220
            282	 -0.235	  0.205
            283	 -0.255	  0.210
            284	 -0.260	  0.195
            285	 -0.245	  0.190
            286	 -0.225	  0.190
            287	 -0.210	  0.200
            288	 -0.200	  0.200
            289	 -0.190	  0.210
            290	 -0.185	  0.220
            291	 -0.200	  0.215
            292	 -0.225	  0.230
            293	 -0.225	  0.215
            294	 -0.230	  0.210
            295	 -0.225	  0.200
            296	 -0.200	  0.185
            297	 -0.190	  0.170
            298	 -0.175	  0.190
            299	 -0.165	  0.200
            300	 -0.190	  0.205
            301	 -0.205	  0.205
            302	 -0.215	  0.220
            303	 -0.230	  0.220
            304	 -0.210	  0.195
            305	 -0.180	  0.190
            306	 -0.170	  0.170
            307	 -0.180	  0.170
            308	 -0.205	  0.185
            309	 -0.235	  0.200
            310	 -0.255	  0.210
            311	 -0.250	  0.210
            312	 -0.225	  0.205
            313	 -0.195	  0.215
            314	 -0.175	  0.220
            315	 -0.165	  0.215
            316	 -0.155	  0.210
            317	 -0.175	  0.190
            318	 -0.200	  0.205
            319	 -0.215	  0.195
            320	 -0.220	  0.190
            321	 -0.205	  0.180
            322	 -0.200	  0.185
            323	 -0.190	  0.185
            324	 -0.175	  0.190
            325	 -0.175	  0.205
            326	 -0.185	  0.215
            327	 -0.195	  0.215
            328	 -0.205	  0.195
            329	 -0.210	  0.215
            330	 -0.215	  0.210
            331	 -0.215	  0.195
            332	 -0.215	  0.190
            333	 -0.195	  0.185
            334	 -0.190	  0.180
            335	 -0.195	  0.190
            336	 -0.195	  0.200
            337	 -0.215	  0.205
            338	 -0.200	  0.200
            339	 -0.195	  0.200
            340	 -0.185	  0.195
            341	 -0.175	  0.175
            342	 -0.185	  0.165
            343	 -0.190	  0.165
            344	 -0.210	  0.165
            345	 -0.210	  0.180
            346	 -0.235	  0.185
            347	 -0.240	  0.205
            348	 -0.220	  0.205
            349	 -0.205	  0.210
            350	 -0.180	  0.185
            351	 -0.155	  0.175
            352	 -0.145	  0.160
            353	 -0.155	  0.165
            354	 -0.190	  0.180
            355	 -0.230	  0.195
            356	 -0.265	  0.210
            357	 -0.275	  0.200
            358	 -0.240	  0.190
            359	 -0.220	  0.195
