sample interval	   MLII	     V2
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.925	 -0.470
              1	 -0.925	 -0.470
              2	 -0.925	 -0.470
              3	 -0.925	 -0.470
              4	 -0.925	 -0.470
              5	 -0.925	 -0.470
              6	 -0.925	 -0.470
              7	 -0.920	 -0.470
              8	 -0.920	 -0.470
              9	 -0.940	 -0.485
             10	 -0.940	 -0.490
             11	 -0.955	 -0.510
             12	 -0.970	 -0.515
             13	 -0.970	 -0.515
             14	 -0.980	 -0.515
             15	 -0.980	 -0.505
             16	 -0.965	 -0.500
             17	 -0.950	 -0.505
             18	 -0.940	 -0.480
             19	 -0.910	 -0.475
             20	 -0.925	 -0.505
             21	 -0.930	 -0.500
             22	 -0.945	 -0.530
             23	 -0.950	 -0.510
             24	 -0.960	 -0.530
             25	 -0.960	 -0.535
             26	 -0.965	 -0.515
             27	 -0.970	 -0.525
             28	 -0.965	 -0.510
             29	 -0.970	 -0.505
             30	 -0.985	 -0.495
             31	 -0.950	 -0.500
             32	 -0.950	 -0.525
             33	 -0.950	 -0.505
             34	 -0.930	 -0.525
             35	 -0.925	 -0.540
             36	 -0.940	 -0.535
             37	 -0.950	 -0.545
             38	 -0.970	 -0.540
             39	 -0.955	 -0.540
             40	 -0.960	 -0.515
             41	 -0.960	 -0.505
             42	 -0.945	 -0.505
             43	 -0.930	 -0.510
             44	 -0.925	 -0.505
             45	 -0.940	 -0.520
             46	 -0.940	 -0.525
             47	 -0.940	 -0.525
             48	 -0.955	 -0.545
             49	 -0.950	 -0.545
             50	 -0.980	 -0.550
             51	 -0.960	 -0.530
             52	 -0.965	 -0.530
             53	 -0.945	 -0.510
             54	 -0.950	 -0.515
             55	 -0.945	 -0.500
             56	 -0.945	 -0.510
             57	 -0.955	 -0.525
             58	 -0.960	 -0.530
             59	 -0.955	 -0.530
             60	 -0.970	 -0.545
             61	 -0.980	 -0.555
             62	 -0.970	 -0.540
             63	 -0.975	 -0.520
             64	 -0.965	 -0.525
             65	 -0.950	 -0.515
             66	 -0.950	 -0.515
             67	 -0.935	 -0.510
             68	 -0.930	 -0.515
             69	 -0.930	 -0.525
             70	 -0.940	 -0.535
             71	 -0.935	 -0.550
             72	 -0.950	 -0.570
             73	 -0.970	 -0.555
             74	 -0.965	 -0.560
             75	 -0.965	 -0.555
             76	 -0.970	 -0.530
             77	 -0.970	 -0.520
             78	 -0.960	 -0.520
             79	 -0.930	 -0.520
             80	 -0.950	 -0.530
             81	 -0.960	 -0.525
             82	 -0.975	 -0.545
             83	 -0.955	 -0.535
             84	 -0.960	 -0.565
             85	 -0.960	 -0.560
             86	 -0.960	 -0.560
             87	 -0.970	 -0.550
             88	 -0.955	 -0.535
             89	 -0.940	 -0.520
             90	 -0.940	 -0.525
             91	 -0.930	 -0.525
             92	 -0.925	 -0.510
             93	 -0.930	 -0.530
             94	 -0.925	 -0.535
             95	 -0.935	 -0.555
             96	 -0.960	 -0.580
             97	 -0.950	 -0.560
             98	 -0.960	 -0.575
             99	 -0.955	 -0.570
            100	 -0.945	 -0.535
            101	 -0.940	 -0.555
            102	 -0.925	 -0.550
            103	 -0.920	 -0.520
            104	 -0.925	 -0.550
            105	 -0.920	 -0.535
            106	 -0.925	 -0.555
            107	 -0.935	 -0.555
            108	 -0.935	 -0.570
            109	 -0.935	 -0.565
            110	 -0.960	 -0.570
            111	 -0.945	 -0.545
            112	 -0.905	 -0.550
            113	 -0.885	 -0.540
            114	 -0.855	 -0.525
            115	 -0.825	 -0.510
            116	 -0.825	 -0.530
            117	 -0.815	 -0.535
            118	 -0.825	 -0.535
            119	 -0.810	 -0.550
            120	 -0.835	 -0.555
            121	 -0.835	 -0.530
            122	 -0.835	 -0.515
            123	 -0.785	 -0.495
            124	 -0.780	 -0.480
            125	 -0.760	 -0.450
            126	 -0.750	 -0.435
            127	 -0.760	 -0.415
            128	 -0.745	 -0.400
            129	 -0.750	 -0.390
            130	 -0.775	 -0.390
            131	 -0.780	 -0.365
            132	 -0.800	 -0.360
            133	 -0.825	 -0.355
            134	 -0.845	 -0.360
            135	 -0.840	 -0.360
            136	 -0.835	 -0.355
            137	 -0.825	 -0.350
            138	 -0.835	 -0.345
            139	 -0.850	 -0.345
            140	 -0.865	 -0.375
            141	 -0.895	 -0.380
            142	 -0.920	 -0.415
            143	 -0.930	 -0.430
            144	 -0.940	 -0.470
            145	 -0.945	 -0.490
            146	 -0.955	 -0.495
            147	 -0.980	 -0.490
            148	 -0.970	 -0.505
            149	 -0.970	 -0.500
            150	 -0.970	 -0.475
            151	 -0.935	 -0.485
            152	 -0.965	 -0.480
            153	 -0.960	 -0.510
            154	 -0.960	 -0.515
            155	 -0.965	 -0.545
            156	 -0.985	 -0.545
            157	 -0.985	 -0.555
            158	 -0.990	 -0.550
            159	 -0.995	 -0.540
            160	 -0.975	 -0.530
            161	 -0.985	 -0.520
            162	 -0.970	 -0.520
            163	 -0.955	 -0.510
            164	 -0.945	 -0.535
            165	 -0.945	 -0.535
            166	 -0.955	 -0.550
            167	 -0.950	 -0.565
            168	 -0.970	 -0.560
            169	 -0.985	 -0.585
            170	 -0.975	 -0.575
            171	 -0.950	 -0.545
            172	 -0.905	 -0.550
            173	 -0.830	 -0.535
            174	 -0.750	 -0.500
            175	 -0.620	 -0.425
            176	 -0.500	 -0.285
            177	 -0.340	 -0.095
            178	 -0.175	  0.120
            179	 -0.035	  0.370
            180	  0.030	  0.625
            181	  0.010	  0.890
            182	 -0.110	  1.085
            183	 -0.330	  1.190
            184	 -0.580	  1.175
            185	 -0.865	  1.005
            186	 -1.155	  0.720
            187	 -1.415	  0.380
            188	 -1.625	 -0.060
            189	 -1.755	 -0.425
            190	 -1.760	 -0.725
            191	 -1.680	 -0.865
            192	 -1.565	 -0.860
            193	 -1.445	 -0.785
            194	 -1.330	 -0.680
            195	 -1.245	 -0.585
            196	 -1.165	 -0.530
            197	 -1.100	 -0.515
            198	 -1.015	 -0.495
            199	 -0.940	 -0.485
            200	 -0.885	 -0.475
            201	 -0.860	 -0.490
            202	 -0.865	 -0.490
            203	 -0.870	 -0.490
            204	 -0.885	 -0.490
            205	 -0.890	 -0.505
            206	 -0.905	 -0.500
            207	 -0.910	 -0.490
            208	 -0.890	 -0.485
            209	 -0.850	 -0.475
            210	 -0.845	 -0.450
            211	 -0.835	 -0.460
            212	 -0.845	 -0.450
            213	 -0.835	 -0.465
            214	 -0.840	 -0.470
            215	 -0.850	 -0.485
            216	 -0.830	 -0.490
            217	 -0.845	 -0.495
            218	 -0.845	 -0.485
            219	 -0.855	 -0.475
            220	 -0.820	 -0.455
            221	 -0.810	 -0.435
            222	 -0.810	 -0.435
            223	 -0.790	 -0.440
            224	 -0.785	 -0.435
            225	 -0.785	 -0.445
            226	 -0.775	 -0.435
            227	 -0.790	 -0.450
            228	 -0.780	 -0.445
            229	 -0.800	 -0.445
            230	 -0.785	 -0.435
            231	 -0.785	 -0.450
            232	 -0.780	 -0.420
            233	 -0.760	 -0.410
            234	 -0.755	 -0.390
            235	 -0.730	 -0.395
            236	 -0.720	 -0.385
            237	 -0.720	 -0.400
            238	 -0.725	 -0.415
            239	 -0.730	 -0.405
            240	 -0.725	 -0.415
            241	 -0.725	 -0.400
            242	 -0.720	 -0.405
            243	 -0.740	 -0.380
            244	 -0.725	 -0.365
            245	 -0.705	 -0.350
            246	 -0.685	 -0.335
            247	 -0.660	 -0.335
            248	 -0.680	 -0.315
            249	 -0.665	 -0.305
            250	 -0.655	 -0.325
            251	 -0.645	 -0.325
            252	 -0.650	 -0.325
            253	 -0.625	 -0.300
            254	 -0.630	 -0.290
            255	 -0.615	 -0.265
            256	 -0.590	 -0.240
            257	 -0.570	 -0.215
            258	 -0.560	 -0.175
            259	 -0.530	 -0.180
            260	 -0.515	 -0.160
            261	 -0.505	 -0.140
            262	 -0.485	 -0.140
            263	 -0.470	 -0.135
            264	 -0.480	 -0.135
            265	 -0.450	 -0.120
            266	 -0.450	 -0.085
            267	 -0.440	 -0.065
            268	 -0.395	 -0.035
            269	 -0.380	 -0.010
            270	 -0.335	  0.020
            271	 -0.305	  0.055
            272	 -0.305	  0.050
            273	 -0.290	  0.070
            274	 -0.275	  0.065
            275	 -0.275	  0.090
            276	 -0.250	  0.070
            277	 -0.255	  0.080
            278	 -0.250	  0.100
            279	 -0.240	  0.125
            280	 -0.220	  0.145
            281	 -0.200	  0.165
            282	 -0.195	  0.185
            283	 -0.175	  0.185
            284	 -0.170	  0.195
            285	 -0.170	  0.185
            286	 -0.175	  0.190
            287	 -0.180	  0.175
            288	 -0.195	  0.170
            289	 -0.195	  0.165
            290	 -0.230	  0.135
            291	 -0.235	  0.125
            292	 -0.265	  0.140
            293	 -0.265	  0.125
            294	 -0.280	  0.115
            295	 -0.300	  0.075
            296	 -0.335	  0.030
            297	 -0.360	  0.000
            298	 -0.400	 -0.035
            299	 -0.430	 -0.085
            300	 -0.470	 -0.125
            301	 -0.505	 -0.170
            302	 -0.540	 -0.200
            303	 -0.565	 -0.225
            304	 -0.590	 -0.250
            305	 -0.610	 -0.280
            306	 -0.630	 -0.300
            307	 -0.650	 -0.325
            308	 -0.665	 -0.370
            309	 -0.690	 -0.400
            310	 -0.735	 -0.430
            311	 -0.750	 -0.450
            312	 -0.775	 -0.485
            313	 -0.795	 -0.495
            314	 -0.790	 -0.495
            315	 -0.820	 -0.525
            316	 -0.810	 -0.490
            317	 -0.810	 -0.510
            318	 -0.810	 -0.500
            319	 -0.815	 -0.515
            320	 -0.815	 -0.515
            321	 -0.820	 -0.550
            322	 -0.825	 -0.545
            323	 -0.845	 -0.555
            324	 -0.865	 -0.570
            325	 -0.870	 -0.560
            326	 -0.890	 -0.565
            327	 -0.885	 -0.565
            328	 -0.875	 -0.545
            329	 -0.870	 -0.550
            330	 -0.870	 -0.545
            331	 -0.850	 -0.545
            332	 -0.860	 -0.545
            333	 -0.855	 -0.550
            334	 -0.855	 -0.570
            335	 -0.860	 -0.575
            336	 -0.870	 -0.570
            337	 -0.870	 -0.580
            338	 -0.870	 -0.575
            339	 -0.865	 -0.570
            340	 -0.865	 -0.565
            341	 -0.850	 -0.540
            342	 -0.840	 -0.525
            343	 -0.845	 -0.525
            344	 -0.820	 -0.530
            345	 -0.860	 -0.520
            346	 -0.870	 -0.555
            347	 -0.860	 -0.555
            348	 -0.865	 -0.555
            349	 -0.870	 -0.550
            350	 -0.865	 -0.550
            351	 -0.860	 -0.535
            352	 -0.845	 -0.530
            353	 -0.840	 -0.530
            354	 -0.820	 -0.505
            355	 -0.820	 -0.505
            356	 -0.820	 -0.520
            357	 -0.830	 -0.510
            358	 -0.825	 -0.530
            359	 -0.835	 -0.530
