sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.065	  0.135
              1	 -0.065	  0.135
              2	 -0.065	  0.135
              3	 -0.065	  0.135
              4	 -0.065	  0.135
              5	 -0.065	  0.135
              6	 -0.065	  0.135
              7	 -0.065	  0.135
              8	 -0.045	  0.135
              9	 -0.035	  0.130
             10	 -0.040	  0.120
             11	 -0.060	  0.115
             12	 -0.075	  0.105
             13	 -0.055	  0.120
             14	 -0.040	  0.130
             15	 -0.040	  0.120
             16	 -0.050	  0.115
             17	 -0.065	  0.115
             18	 -0.070	  0.105
             19	 -0.065	  0.100
             20	 -0.060	  0.115
             21	 -0.060	  0.115
             22	 -0.060	  0.105
             23	 -0.070	  0.085
             24	 -0.075	  0.065
             25	 -0.075	  0.080
             26	 -0.065	  0.095
             27	 -0.070	  0.080
             28	 -0.075	  0.060
             29	 -0.080	  0.050
             30	 -0.085	  0.060
             31	 -0.075	  0.060
             32	 -0.070	  0.060
             33	 -0.075	  0.060
             34	 -0.080	  0.040
             35	 -0.085	  0.040
             36	 -0.090	  0.025
             37	 -0.090	  0.045
             38	 -0.080	  0.060
             39	 -0.070	  0.065
             40	 -0.075	  0.055
             41	 -0.085	  0.060
             42	 -0.090	  0.065
             43	 -0.070	  0.090
             44	 -0.055	  0.100
             45	 -0.040	  0.090
             46	 -0.020	  0.060
             47	  0.025	  0.035
             48	  0.105	  0.020
             49	  0.235	  0.000
             50	  0.350	 -0.015
             51	  0.475	 -0.050
             52	  0.585	 -0.090
             53	  0.685	 -0.125
             54	  0.805	 -0.130
             55	  0.915	 -0.165
             56	  1.035	 -0.220
             57	  1.080	 -0.275
             58	  1.080	 -0.300
             59	  1.025	 -0.305
             60	  0.960	 -0.285
             61	  0.860	 -0.210
             62	  0.715	 -0.140
             63	  0.510	 -0.090
             64	  0.305	 -0.060
             65	  0.145	 -0.030
             66	  0.080	 -0.020
             67	  0.030	  0.025
             68	 -0.015	  0.055
             69	 -0.055	  0.070
             70	 -0.095	  0.065
             71	 -0.110	  0.070
             72	 -0.120	  0.075
             73	 -0.135	  0.100
             74	 -0.140	  0.105
             75	 -0.150	  0.090
             76	 -0.165	  0.085
             77	 -0.185	  0.070
             78	 -0.200	  0.055
             79	 -0.195	  0.070
             80	 -0.195	  0.070
             81	 -0.195	  0.060
             82	 -0.215	  0.035
             83	 -0.225	  0.015
             84	 -0.235	  0.010
             85	 -0.250	  0.005
             86	 -0.230	  0.030
             87	 -0.235	  0.040
             88	 -0.250	  0.040
             89	 -0.240	  0.040
             90	 -0.260	  0.030
             91	 -0.255	  0.050
             92	 -0.245	  0.070
             93	 -0.240	  0.075
             94	 -0.260	  0.070
             95	 -0.275	  0.070
             96	 -0.280	  0.085
             97	 -0.280	  0.120
             98	 -0.255	  0.135
             99	 -0.255	  0.130
            100	 -0.250	  0.130
            101	 -0.270	  0.120
            102	 -0.275	  0.115
            103	 -0.275	  0.125
            104	 -0.255	  0.140
            105	 -0.245	  0.140
            106	 -0.240	  0.120
            107	 -0.270	  0.110
            108	 -0.265	  0.110
            109	 -0.255	  0.125
            110	 -0.245	  0.135
            111	 -0.240	  0.135
            112	 -0.240	  0.130
            113	 -0.225	  0.140
            114	 -0.245	  0.120
            115	 -0.235	  0.130
            116	 -0.230	  0.145
            117	 -0.210	  0.135
            118	 -0.225	  0.135
            119	 -0.225	  0.125
            120	 -0.240	  0.105
            121	 -0.240	  0.095
            122	 -0.225	  0.090
            123	 -0.215	  0.060
            124	 -0.235	  0.015
            125	 -0.230	 -0.005
            126	 -0.235	 -0.035
            127	 -0.245	 -0.020
            128	 -0.215	 -0.005
            129	 -0.195	 -0.015
            130	 -0.190	 -0.025
            131	 -0.200	 -0.030
            132	 -0.215	 -0.035
            133	 -0.180	 -0.020
            134	 -0.165	  0.010
            135	 -0.160	  0.025
            136	 -0.140	  0.015
            137	 -0.145	  0.005
            138	 -0.145	  0.015
            139	 -0.130	  0.045
            140	 -0.120	  0.055
            141	 -0.125	  0.065
            142	 -0.125	  0.055
            143	 -0.135	  0.060
            144	 -0.125	  0.050
            145	 -0.105	  0.080
            146	 -0.080	  0.100
            147	 -0.085	  0.105
            148	 -0.090	  0.095
            149	 -0.090	  0.085
            150	 -0.095	  0.085
            151	 -0.095	  0.090
            152	 -0.075	  0.115
            153	 -0.075	  0.095
            154	 -0.070	  0.085
            155	 -0.075	  0.070
            156	 -0.095	  0.075
            157	 -0.095	  0.095
            158	 -0.080	  0.110
            159	 -0.065	  0.105
            160	 -0.080	  0.100
            161	 -0.100	  0.080
            162	 -0.085	  0.095
            163	 -0.100	  0.100
            164	 -0.085	  0.125
            165	 -0.065	  0.120
            166	 -0.080	  0.100
            167	 -0.100	  0.075
            168	 -0.115	  0.045
            169	 -0.100	  0.055
            170	 -0.095	  0.055
            171	 -0.090	  0.035
            172	 -0.085	  0.030
            173	 -0.105	  0.025
            174	 -0.115	  0.015
            175	 -0.110	  0.030
            176	 -0.110	  0.050
            177	 -0.105	  0.040
            178	 -0.105	  0.035
            179	 -0.110	  0.020
            180	 -0.110	  0.020
            181	 -0.100	  0.045
            182	 -0.110	  0.050
            183	 -0.105	  0.050
            184	 -0.105	  0.040
            185	 -0.120	  0.025
            186	 -0.125	  0.035
            187	 -0.120	  0.045
            188	 -0.110	  0.075
            189	 -0.110	  0.070
            190	 -0.115	  0.065
            191	 -0.125	  0.060
            192	 -0.125	  0.075
            193	 -0.125	  0.090
            194	 -0.100	  0.110
            195	 -0.100	  0.120
            196	 -0.105	  0.105
            197	 -0.100	  0.105
            198	 -0.100	  0.095
            199	 -0.105	  0.110
            200	 -0.100	  0.120
            201	 -0.085	  0.105
            202	 -0.095	  0.095
            203	 -0.110	  0.085
            204	 -0.110	  0.070
            205	 -0.095	  0.085
            206	 -0.085	  0.100
            207	 -0.085	  0.090
            208	 -0.100	  0.060
            209	 -0.110	  0.045
            210	 -0.100	  0.020
            211	 -0.085	  0.025
            212	 -0.090	  0.035
            213	 -0.080	  0.030
            214	 -0.085	  0.015
            215	 -0.095	  0.000
            216	 -0.115	  0.005
            217	 -0.090	  0.010
            218	 -0.080	  0.020
            219	 -0.080	  0.020
            220	 -0.095	  0.010
            221	 -0.105	 -0.005
            222	 -0.110	 -0.010
            223	 -0.120	  0.000
            224	 -0.110	  0.015
            225	 -0.100	  0.005
            226	 -0.120	  0.005
            227	 -0.120	 -0.005
            228	 -0.135	 -0.010
            229	 -0.130	  0.005
            230	 -0.110	  0.025
            231	 -0.105	  0.020
            232	 -0.105	  0.015
            233	 -0.125	  0.005
            234	 -0.140	  0.015
            235	 -0.125	  0.030
            236	 -0.105	  0.060
            237	 -0.110	  0.050
            238	 -0.105	  0.045
            239	 -0.065	  0.015
            240	 -0.005	 -0.010
            241	  0.095	 -0.010
            242	  0.215	 -0.040
            243	  0.335	 -0.075
            244	  0.440	 -0.105
            245	  0.560	 -0.155
            246	  0.685	 -0.160
            247	  0.805	 -0.150
            248	  0.910	 -0.185
            249	  1.000	 -0.235
            250	  1.035	 -0.275
            251	  1.015	 -0.295
            252	  0.955	 -0.290
            253	  0.870	 -0.260
            254	  0.735	 -0.195
            255	  0.570	 -0.150
            256	  0.335	 -0.135
            257	  0.130	 -0.115
            258	 -0.005	 -0.095
            259	 -0.060	 -0.075
            260	 -0.085	 -0.040
            261	 -0.110	 -0.020
            262	 -0.145	 -0.030
            263	 -0.190	 -0.025
            264	 -0.190	 -0.020
            265	 -0.200	  0.000
            266	 -0.190	  0.015
            267	 -0.200	  0.010
            268	 -0.225	  0.005
            269	 -0.245	  0.010
            270	 -0.260	  0.005
            271	 -0.270	  0.005
            272	 -0.255	  0.015
            273	 -0.250	  0.015
            274	 -0.260	  0.005
            275	 -0.295	 -0.010
            276	 -0.310	  0.000
            277	 -0.300	  0.000
            278	 -0.290	  0.015
            279	 -0.285	  0.000
            280	 -0.300	  0.010
            281	 -0.320	  0.000
            282	 -0.340	  0.000
            283	 -0.335	  0.025
            284	 -0.320	  0.030
            285	 -0.325	  0.035
            286	 -0.330	  0.035
            287	 -0.340	  0.025
            288	 -0.350	  0.035
            289	 -0.345	  0.050
            290	 -0.350	  0.065
            291	 -0.355	  0.070
            292	 -0.360	  0.065
            293	 -0.365	  0.060
            294	 -0.370	  0.070
            295	 -0.375	  0.080
            296	 -0.365	  0.095
            297	 -0.360	  0.085
            298	 -0.360	  0.090
            299	 -0.375	  0.085
            300	 -0.375	  0.085
            301	 -0.360	  0.080
            302	 -0.345	  0.110
            303	 -0.330	  0.105
            304	 -0.345	  0.085
            305	 -0.350	  0.075
            306	 -0.345	  0.045
