sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	 -0.215	  0.095
              1	 -0.215	  0.095
              2	 -0.215	  0.095
              3	 -0.215	  0.095
              4	 -0.215	  0.095
              5	 -0.215	  0.095
              6	 -0.215	  0.095
              7	 -0.215	  0.095
              8	 -0.210	  0.095
              9	 -0.200	  0.110
             10	 -0.190	  0.100
             11	 -0.195	  0.085
             12	 -0.200	  0.050
             13	 -0.200	  0.060
             14	 -0.175	  0.090
             15	 -0.160	  0.095
             16	 -0.160	  0.095
             17	 -0.155	  0.070
             18	 -0.175	  0.045
             19	 -0.160	  0.055
             20	 -0.160	  0.065
             21	 -0.170	  0.090
             22	 -0.155	  0.090
             23	 -0.170	  0.065
             24	 -0.185	  0.060
             25	 -0.165	  0.055
             26	 -0.175	  0.065
             27	 -0.160	  0.085
             28	 -0.145	  0.085
             29	 -0.165	  0.035
             30	 -0.195	  0.010
             31	 -0.235	 -0.045
             32	 -0.255	 -0.070
             33	 -0.260	 -0.075
             34	 -0.250	 -0.115
             35	 -0.260	 -0.175
             36	 -0.270	 -0.235
             37	 -0.240	 -0.265
             38	 -0.145	 -0.250
             39	 -0.035	 -0.220
             40	  0.095	 -0.190
             41	  0.235	 -0.180
             42	  0.315	 -0.180
             43	  0.340	 -0.185
             44	  0.380	 -0.150
             45	  0.410	 -0.060
             46	  0.480	  0.115
             47	  0.590	  0.375
             48	  0.710	  0.675
             49	  0.795	  0.940
             50	  0.815	  1.080
             51	  0.775	  1.135
             52	  0.710	  1.185
             53	  0.655	  1.225
             54	  0.580	  1.280
             55	  0.485	  1.305
             56	  0.370	  1.305
             57	  0.215	  1.290
             58	  0.020	  1.220
             59	 -0.145	  1.135
             60	 -0.265	  1.035
             61	 -0.315	  0.965
             62	 -0.345	  0.900
             63	 -0.350	  0.895
             64	 -0.390	  0.895
             65	 -0.405	  0.895
             66	 -0.465	  0.905
             67	 -0.510	  0.910
             68	 -0.490	  0.965
             69	 -0.445	  1.010
             70	 -0.390	  1.040
             71	 -0.375	  1.070
             72	 -0.345	  1.070
             73	 -0.295	  1.075
             74	 -0.230	  1.065
             75	 -0.180	  1.025
             76	 -0.160	  0.945
             77	 -0.160	  0.845
             78	 -0.200	  0.725
             79	 -0.240	  0.590
             80	 -0.260	  0.445
             81	 -0.275	  0.365
             82	 -0.275	  0.255
             83	 -0.270	  0.195
             84	 -0.280	  0.145
             85	 -0.270	  0.145
             86	 -0.265	  0.125
             87	 -0.265	  0.105
             88	 -0.260	  0.085
             89	 -0.275	  0.060
             90	 -0.285	  0.045
             91	 -0.285	  0.060
             92	 -0.285	  0.070
             93	 -0.280	  0.070
             94	 -0.285	  0.035
             95	 -0.280	  0.010
             96	 -0.300	  0.010
             97	 -0.290	  0.025
             98	 -0.290	  0.050
             99	 -0.290	  0.040
            100	 -0.280	  0.035
            101	 -0.285	  0.000
            102	 -0.300	 -0.005
            103	 -0.290	  0.015
            104	 -0.280	  0.045
            105	 -0.260	  0.045
            106	 -0.265	  0.035
            107	 -0.265	  0.000
            108	 -0.280	 -0.015
            109	 -0.280	  0.000
            110	 -0.270	  0.015
            111	 -0.260	  0.040
            112	 -0.265	  0.035
            113	 -0.270	  0.020
            114	 -0.280	 -0.010
            115	 -0.285	  0.000
            116	 -0.270	  0.015
            117	 -0.250	  0.045
            118	 -0.250	  0.055
            119	 -0.255	  0.030
            120	 -0.260	  0.000
            121	 -0.250	 -0.005
            122	 -0.240	  0.025
            123	 -0.235	  0.050
            124	 -0.225	  0.045
            125	 -0.225	  0.030
            126	 -0.240	  0.010
            127	 -0.230	  0.010
            128	 -0.210	  0.030
            129	 -0.190	  0.035
            130	 -0.190	  0.055
            131	 -0.205	  0.055
            132	 -0.215	  0.025
            133	 -0.215	  0.020
            134	 -0.195	  0.035
            135	 -0.195	  0.075
            136	 -0.175	  0.080
            137	 -0.175	  0.075
            138	 -0.180	  0.045
            139	 -0.175	  0.045
            140	 -0.165	  0.070
            141	 -0.165	  0.100
            142	 -0.135	  0.115
            143	 -0.135	  0.090
            144	 -0.140	  0.090
            145	 -0.135	  0.085
            146	 -0.130	  0.110
            147	 -0.110	  0.125
            148	 -0.090	  0.140
            149	 -0.085	  0.140
            150	 -0.100	  0.125
            151	 -0.095	  0.130
            152	 -0.080	  0.140
            153	 -0.065	  0.165
            154	 -0.065	  0.180
            155	 -0.085	  0.185
            156	 -0.075	  0.175
            157	 -0.070	  0.180
            158	 -0.055	  0.180
            159	 -0.035	  0.195
            160	 -0.035	  0.215
            161	 -0.035	  0.220
            162	 -0.035	  0.215
            163	 -0.030	  0.215
            164	 -0.020	  0.220
            165	 -0.015	  0.230
            166	  0.000	  0.245
            167	  0.005	  0.255
            168	 -0.005	  0.260
            169	  0.010	  0.260
            170	  0.035	  0.265
