sample interval	   MLII	     V1
(0.0027777 sec)	   (mV)	   (mV)
              0	  0.220	  0.185
              1	  0.220	  0.185
              2	  0.220	  0.185
              3	  0.220	  0.185
              4	  0.220	  0.185
              5	  0.220	  0.185
              6	  0.220	  0.185
              7	  0.220	  0.185
              8	  0.220	  0.185
              9	  0.190	  0.165
             10	  0.170	  0.185
             11	  0.140	  0.195
             12	  0.145	  0.225
             13	  0.125	  0.215
             14	  0.110	  0.190
             15	  0.070	  0.200
             16	  0.025	  0.205
             17	  0.010	  0.220
             18	  0.005	  0.235
             19	  0.000	  0.240
             20	 -0.030	  0.215
             21	 -0.050	  0.205
             22	 -0.080	  0.225
             23	 -0.080	  0.240
             24	 -0.080	  0.255
             25	 -0.085	  0.245
             26	 -0.110	  0.245
             27	 -0.145	  0.230
             28	 -0.160	  0.230
             29	 -0.140	  0.250
             30	 -0.130	  0.260
             31	 -0.130	  0.250
             32	 -0.140	  0.225
             33	 -0.155	  0.220
             34	 -0.180	  0.225
             35	 -0.175	  0.235
             36	 -0.160	  0.245
             37	 -0.155	  0.245
             38	 -0.170	  0.245
             39	 -0.165	  0.225
             40	 -0.170	  0.225
             41	 -0.160	  0.250
             42	 -0.150	  0.260
             43	 -0.165	  0.270
             44	 -0.170	  0.245
             45	 -0.185	  0.230
             46	 -0.190	  0.235
             47	 -0.165	  0.250
             48	 -0.155	  0.260
             49	 -0.155	  0.260
             50	 -0.155	  0.240
             51	 -0.155	  0.245
             52	 -0.160	  0.245
             53	 -0.145	  0.275
             54	 -0.115	  0.295
             55	 -0.110	  0.280
             56	 -0.110	  0.260
             57	 -0.130	  0.250
             58	 -0.130	  0.270
             59	 -0.125	  0.275
             60	 -0.090	  0.290
             61	 -0.070	  0.265
             62	 -0.070	  0.250
             63	 -0.070	  0.250
             64	 -0.075	  0.250
             65	 -0.070	  0.255
             66	 -0.095	  0.250
             67	 -0.120	  0.225
             68	 -0.130	  0.205
             69	 -0.130	  0.220
             70	 -0.140	  0.220
             71	 -0.130	  0.225
             72	 -0.130	  0.225
             73	 -0.150	  0.225
             74	 -0.155	  0.215
             75	 -0.160	  0.205
             76	 -0.155	  0.210
             77	 -0.130	  0.245
             78	 -0.115	  0.250
             79	 -0.155	  0.250
             80	 -0.175	  0.235
             81	 -0.200	  0.220
             82	 -0.195	  0.235
             83	 -0.175	  0.235
             84	 -0.165	  0.230
             85	 -0.190	  0.235
             86	 -0.200	  0.230
